,Dimension,Birth,Death
0,0,0.0,0.46935275197029114
1,0,0.0,0.47022441029548645
2,0,0.0,0.4720900356769562
3,0,0.0,0.47333285212516785
4,0,0.0,0.4735335111618042
5,0,0.0,0.47492948174476624
6,0,0.0,0.47511157393455505
7,0,0.0,0.4770052433013916
8,0,0.0,0.4770691692829132
9,0,0.0,0.4773321747779846
10,0,0.0,0.47735729813575745
11,0,0.0,0.47958940267562866
12,0,0.0,0.4796800911426544
13,0,0.0,0.4798312187194824
14,0,0.0,0.4800364673137665
15,0,0.0,0.4805184602737427
16,0,0.0,0.4808492362499237
17,0,0.0,0.48104676604270935
18,0,0.0,0.4814509451389313
19,0,0.0,0.48157554864883423
20,0,0.0,0.48229244351387024
21,0,0.0,0.48264479637145996
22,0,0.0,0.4836021065711975
23,0,0.0,0.48549357056617737
24,0,0.0,0.48640620708465576
25,0,0.0,0.4867514669895172
26,0,0.0,0.48775506019592285
27,0,0.0,0.4878555238246918
28,0,0.0,0.487924188375473
29,0,0.0,0.4881618618965149
30,0,0.0,0.4881741404533386
31,0,0.0,0.48829397559165955
32,0,0.0,0.4890490770339966
33,0,0.0,0.4893516004085541
34,0,0.0,0.48947012424468994
35,0,0.0,0.48978057503700256
36,0,0.0,0.4911140501499176
37,0,0.0,0.4914102256298065
38,0,0.0,0.49168792366981506
39,0,0.0,0.49182721972465515
40,0,0.0,0.49197256565093994
41,0,0.0,0.4923921227455139
42,0,0.0,0.4927757978439331
43,0,0.0,0.4929431974887848
44,0,0.0,0.4934389591217041
45,0,0.0,0.4938279092311859
46,0,0.0,0.49438345432281494
47,0,0.0,0.4952605366706848
48,0,0.0,0.4963577389717102
49,0,0.0,0.4986371397972107
50,0,0.0,0.5025216341018677
51,0,0.0,0.5026201605796814
52,0,0.0,0.5042023658752441
53,0,0.0,0.505393922328949
54,0,0.0,0.5055868029594421
55,0,0.0,0.5058102607727051
56,0,0.0,0.5058310031890869
57,0,0.0,0.5059634447097778
58,0,0.0,0.506010890007019
59,0,0.0,0.5060819983482361
60,0,0.0,0.5063397884368896
61,0,0.0,0.5064987540245056
62,0,0.0,0.506767213344574
63,0,0.0,0.5070365071296692
64,0,0.0,0.5211765766143799
65,0,0.0,0.5226212739944458
66,0,0.0,0.5286217927932739
67,0,0.0,0.528693675994873
68,0,0.0,0.5287579894065857
69,0,0.0,0.5288336277008057
70,0,0.0,0.5291011333465576
71,0,0.0,0.5292569994926453
72,0,0.0,0.5296536684036255
73,0,0.0,0.5298320651054382
74,0,0.0,0.5302706956863403
75,0,0.0,0.5303781628608704
76,0,0.0,0.531099796295166
77,0,0.0,0.5316361784934998
78,0,0.0,0.5318843722343445
79,0,0.0,0.5322903394699097
80,0,0.0,0.5325523614883423
81,0,0.0,0.5341216921806335
82,0,0.0,0.5343603491783142
83,0,0.0,0.5409639477729797
84,0,0.0,0.5465574264526367
85,0,0.0,0.5468811392784119
86,0,0.0,0.5492458343505859
87,0,0.0,0.5515614151954651
88,0,0.0,0.5536262392997742
89,0,0.0,0.5541949272155762
90,0,0.0,0.5551477074623108
91,0,0.0,0.5571256875991821
92,0,0.0,0.557571530342102
93,0,0.0,0.5586268901824951
94,0,0.0,0.5599223375320435
95,0,0.0,0.5608725547790527
96,0,0.0,0.562545120716095
97,0,0.0,0.5626633167266846
98,0,0.0,0.5628880858421326
99,0,0.0,0.56317138671875
100,0,0.0,0.5631926655769348
101,0,0.0,0.5632495284080505
102,0,0.0,0.5633702278137207
103,0,0.0,0.5644050240516663
104,0,0.0,0.565849781036377
105,0,0.0,0.5666092038154602
106,0,0.0,0.5666727423667908
107,0,0.0,0.5670299530029297
108,0,0.0,0.5707424879074097
109,0,0.0,0.5716904997825623
110,0,0.0,0.5717604160308838
111,0,0.0,0.5718557238578796
112,0,0.0,0.57198166847229
113,0,0.0,0.5728760957717896
114,0,0.0,0.5729528665542603
115,0,0.0,0.576436460018158
116,0,0.0,0.5765561461448669
117,0,0.0,0.5766758322715759
118,0,0.0,0.5824998021125793
119,0,0.0,0.5831749439239502
120,0,0.0,0.5869438052177429
121,0,0.0,0.5870459675788879
122,0,0.0,0.5873797535896301
123,0,0.0,0.5875312685966492
124,0,0.0,0.5876546502113342
125,0,0.0,0.5877882242202759
126,0,0.0,0.5878477692604065
127,0,0.0,0.5879566073417664
128,0,0.0,0.5882797241210938
129,0,0.0,0.5897312760353088
130,0,0.0,0.5904557704925537
131,0,0.0,0.5918809175491333
132,0,0.0,0.5919104814529419
133,0,0.0,0.5919484496116638
134,0,0.0,0.5919687747955322
135,0,0.0,0.5920093059539795
136,0,0.0,0.5922322273254395
137,0,0.0,0.5924103260040283
138,0,0.0,0.5926297307014465
139,0,0.0,0.5929544568061829
140,0,0.0,0.593465268611908
141,0,0.0,0.5937095284461975
142,0,0.0,0.5940462946891785
143,0,0.0,0.5949075818061829
144,0,0.0,0.5950016975402832
145,0,0.0,0.5950285792350769
146,0,0.0,0.5954359769821167
147,0,0.0,0.5971917510032654
148,0,0.0,0.5974026918411255
149,0,0.0,0.5974487662315369
150,0,0.0,0.5975324511528015
151,0,0.0,0.5977541208267212
152,0,0.0,0.5979732275009155
153,0,0.0,0.5981120467185974
154,0,0.0,0.5982031226158142
155,0,0.0,0.5988472104072571
156,0,0.0,0.5989307165145874
157,0,0.0,0.6003357172012329
158,0,0.0,0.602227509021759
159,0,0.0,0.602331280708313
160,0,0.0,0.6027677655220032
161,0,0.0,0.6037963032722473
162,0,0.0,0.6042938232421875
163,0,0.0,0.6059983372688293
164,0,0.0,0.6065022945404053
165,0,0.0,0.6065385341644287
166,0,0.0,0.6071029305458069
167,0,0.0,0.6071597933769226
168,0,0.0,0.6090862154960632
169,0,0.0,0.6092938780784607
170,0,0.0,0.6093553900718689
171,0,0.0,0.6093816757202148
172,0,0.0,0.6094251275062561
173,0,0.0,0.6095695495605469
174,0,0.0,0.6096671223640442
175,0,0.0,0.6097983121871948
176,0,0.0,0.6099327802658081
177,0,0.0,0.610194206237793
178,0,0.0,0.6104227900505066
179,0,0.0,0.6111055612564087
180,0,0.0,0.612275242805481
181,0,0.0,0.6122932434082031
182,0,0.0,0.6123650670051575
183,0,0.0,0.6124206185340881
184,0,0.0,0.6128450036048889
185,0,0.0,0.6134492754936218
186,0,0.0,0.6136024594306946
187,0,0.0,0.6142792701721191
188,0,0.0,0.614825963973999
189,0,0.0,0.6148455142974854
190,0,0.0,0.6152544021606445
191,0,0.0,0.615983784198761
192,0,0.0,0.6164081692695618
193,0,0.0,0.6164470911026001
194,0,0.0,0.6165030598640442
195,0,0.0,0.6166092753410339
196,0,0.0,0.6167811751365662
197,0,0.0,0.6169262528419495
198,0,0.0,0.6170170307159424
199,0,0.0,0.6170340180397034
200,0,0.0,0.6172025799751282
201,0,0.0,0.6180218458175659
202,0,0.0,0.6180307269096375
203,0,0.0,0.6180630922317505
204,0,0.0,0.6182095408439636
205,0,0.0,0.6183478236198425
206,0,0.0,0.6183599233627319
207,0,0.0,0.6183777451515198
208,0,0.0,0.618393063545227
209,0,0.0,0.6184003353118896
210,0,0.0,0.6189741492271423
211,0,0.0,0.61912602186203
212,0,0.0,0.6197822093963623
213,0,0.0,0.6201491951942444
214,0,0.0,0.6233056783676147
215,0,0.0,0.62347012758255
216,0,0.0,0.6241049766540527
217,0,0.0,0.6241466403007507
218,0,0.0,0.624353289604187
219,0,0.0,0.6250839829444885
220,0,0.0,0.6251223683357239
221,0,0.0,0.6256237030029297
222,0,0.0,0.6260327696800232
223,0,0.0,0.6261125802993774
224,0,0.0,0.6261565089225769
225,0,0.0,0.6265149712562561
226,0,0.0,0.6266697645187378
227,0,0.0,0.627066969871521
228,0,0.0,0.6314404010772705
229,0,0.0,0.6323464512825012
230,0,0.0,0.6330529451370239
231,0,0.0,0.6331571936607361
232,0,0.0,0.6371020078659058
233,0,0.0,0.6378204822540283
234,0,0.0,0.6381096839904785
235,0,0.0,0.6384723782539368
236,0,0.0,0.6387417316436768
237,0,0.0,0.6392644047737122
238,0,0.0,0.6421370506286621
239,0,0.0,0.6421487331390381
240,0,0.0,0.6422141194343567
241,0,0.0,0.6423449516296387
242,0,0.0,0.6425690650939941
243,0,0.0,0.642625093460083
244,0,0.0,0.6426779627799988
245,0,0.0,0.6434213519096375
246,0,0.0,0.6438004374504089
247,0,0.0,0.6441102623939514
248,0,0.0,0.6441133618354797
249,0,0.0,0.6441296339035034
250,0,0.0,0.6441296339035034
251,0,0.0,0.6454386115074158
252,0,0.0,0.6459442973136902
253,0,0.0,0.6466568112373352
254,0,0.0,0.6471413969993591
255,0,0.0,0.6471807956695557
256,0,0.0,0.6472526788711548
257,0,0.0,0.6473013162612915
258,0,0.0,0.6473677754402161
259,0,0.0,0.6473692655563354
260,0,0.0,0.649037778377533
261,0,0.0,0.6496237516403198
262,0,0.0,0.6515404582023621
263,0,0.0,0.6521441340446472
264,0,0.0,0.6529226303100586
265,0,0.0,0.6534485220909119
266,0,0.0,0.6535196900367737
267,0,0.0,0.6535648107528687
268,0,0.0,0.6535924077033997
269,0,0.0,0.6537637114524841
270,0,0.0,0.6538287401199341
271,0,0.0,0.6539418697357178
272,0,0.0,0.653957188129425
273,0,0.0,0.654161274433136
274,0,0.0,0.6543905735015869
275,0,0.0,0.6556424498558044
276,0,0.0,0.6563109159469604
277,0,0.0,0.6576777100563049
278,0,0.0,0.6579452753067017
279,0,0.0,0.6582043766975403
280,0,0.0,0.6586668491363525
281,0,0.0,0.6589931845664978
282,0,0.0,0.6602082848548889
283,0,0.0,0.662077784538269
284,0,0.0,0.6624152660369873
285,0,0.0,0.6624258160591125
286,0,0.0,0.6624296307563782
287,0,0.0,0.6635789275169373
288,0,0.0,0.6645554900169373
289,0,0.0,0.6646818518638611
290,0,0.0,0.6653946042060852
291,0,0.0,0.6662657260894775
292,0,0.0,0.6663017272949219
293,0,0.0,0.667486310005188
294,0,0.0,0.6682185530662537
295,0,0.0,0.6693915128707886
296,0,0.0,0.6693915128707886
297,0,0.0,0.6704513430595398
298,0,0.0,0.6724596619606018
299,0,0.0,0.6724693179130554
300,0,0.0,0.6725964546203613
301,0,0.0,0.6733713746070862
302,0,0.0,0.6733720898628235
303,0,0.0,0.6735376715660095
304,0,0.0,0.6745472550392151
305,0,0.0,0.6746273040771484
306,0,0.0,0.6750785112380981
307,0,0.0,0.6757773160934448
308,0,0.0,0.6757920980453491
309,0,0.0,0.6766483783721924
310,0,0.0,0.6787164211273193
311,0,0.0,0.6788262128829956
312,0,0.0,0.6794071197509766
313,0,0.0,0.6799073219299316
314,0,0.0,0.6800485253334045
315,0,0.0,0.6809897422790527
316,0,0.0,0.6829597353935242
