,Dimension,Birth,Death
0,0,0.0,0.06336402893066406
1,0,0.0,0.08307827264070511
2,0,0.0,0.08399404585361481
3,0,0.0,0.08399404585361481
4,0,0.0,0.08435045927762985
5,0,0.0,0.08730979263782501
6,0,0.0,0.08894380182027817
7,0,0.0,0.08897190541028976
8,0,0.0,0.08903931826353073
9,0,0.0,0.0912523940205574
10,0,0.0,0.09166242182254791
11,0,0.0,0.09198912978172302
12,0,0.0,0.09240671247243881
13,0,0.0,0.09250945597887039
14,0,0.0,0.09262289106845856
15,0,0.0,0.09270922094583511
16,0,0.0,0.09274696558713913
17,0,0.0,0.092817023396492
18,0,0.0,0.09315041452646255
19,0,0.0,0.09315041452646255
20,0,0.0,0.09374433010816574
21,0,0.0,0.09377099573612213
22,0,0.0,0.09381897747516632
23,0,0.0,0.09381897747516632
24,0,0.0,0.09397871792316437
25,0,0.0,0.09403722733259201
26,0,0.0,0.09427618980407715
27,0,0.0,0.09445633739233017
28,0,0.0,0.09477341175079346
29,0,0.0,0.09498421102762222
30,0,0.0,0.09523654729127884
31,0,0.0,0.09546726942062378
32,0,0.0,0.09593226760625839
33,0,0.0,0.09598958492279053
34,0,0.0,0.09618211537599564
35,0,0.0,0.09629122167825699
36,0,0.0,0.09666953980922699
37,0,0.0,0.09753461182117462
38,0,0.0,0.09834124147891998
39,0,0.0,0.09970957785844803
40,0,0.0,0.10060814768075943
41,0,0.0,0.10114346444606781
42,0,0.0,0.10138047486543655
43,0,0.0,0.10479980707168579
44,0,0.0,0.13505925238132477
45,0,0.0,0.13565397262573242
46,0,0.0,0.1364148110151291
47,0,0.0,0.13667845726013184
48,0,0.0,0.13849188387393951
49,0,0.0,0.13850992918014526
50,0,0.0,0.1385207623243332
51,0,0.0,0.14042791724205017
52,0,0.0,0.14049911499023438
53,0,0.0,0.1429860144853592
54,0,0.0,0.14303845167160034
55,0,0.0,0.14439529180526733
56,0,0.0,0.1460992842912674
57,0,0.0,0.14839138090610504
58,0,0.0,0.15074150264263153
59,0,0.0,0.15232530236244202
60,0,0.0,0.15295423567295074
61,0,0.0,0.15425628423690796
62,0,0.0,0.15660139918327332
63,0,0.0,0.16130715608596802
64,0,0.0,0.16223439574241638
65,0,0.0,0.16598494350910187
66,0,0.0,0.1667782962322235
67,0,0.0,0.17662672698497772
68,0,0.0,0.17753872275352478
69,0,0.0,0.1794324368238449
70,0,0.0,0.18062391877174377
71,0,0.0,0.18344753980636597
72,0,0.0,0.18547506630420685
73,0,0.0,0.18752600252628326
74,0,0.0,0.18758997321128845
75,0,0.0,0.1888650357723236
76,0,0.0,0.1906934678554535
77,0,0.0,0.19157244265079498
78,0,0.0,0.19181501865386963
79,0,0.0,0.19185931980609894
80,0,0.0,0.193499356508255
81,0,0.0,0.19529464840888977
82,0,0.0,0.19637973606586456
83,0,0.0,0.1969720721244812
84,0,0.0,0.19707106053829193
85,0,0.0,0.19709135591983795
86,0,0.0,0.19716237485408783
87,0,0.0,0.19747911393642426
88,0,0.0,0.19861268997192383
89,0,0.0,0.19865548610687256
90,0,0.0,0.19880391657352448
91,0,0.0,0.19927869737148285
92,0,0.0,0.19942918419837952
93,0,0.0,0.19959208369255066
94,0,0.0,0.20135043561458588
95,0,0.0,0.2026153951883316
96,0,0.0,0.20626682043075562
97,0,0.0,0.20781241357326508
98,0,0.0,0.20955190062522888
99,0,0.0,0.2095876932144165
100,0,0.0,0.21238644421100616
101,0,0.0,0.2125558704137802
102,0,0.0,0.21328853070735931
103,0,0.0,0.21421484649181366
104,0,0.0,0.21516504883766174
105,0,0.0,0.21629609167575836
106,0,0.0,0.2191825658082962
107,0,0.0,0.21925555169582367
108,0,0.0,0.2196178436279297
109,0,0.0,0.22164611518383026
110,0,0.0,0.2239374965429306
111,0,0.0,0.22758515179157257
112,0,0.0,0.22782449424266815
113,0,0.0,0.2284294217824936
114,0,0.0,0.23057319223880768
115,0,0.0,0.23128986358642578
116,0,0.0,0.23258547484874725
117,0,0.0,0.2335273027420044
118,0,0.0,0.23524455726146698
119,0,0.0,0.2366410791873932
120,0,0.0,0.23674458265304565
121,0,0.0,0.23775407671928406
122,0,0.0,0.23862941563129425
123,0,0.0,0.23875300586223602
124,0,0.0,0.24041005969047546
125,0,0.0,0.24186359345912933
126,0,0.0,0.24236749112606049
127,0,0.0,0.24276737868785858
128,0,0.0,0.24420687556266785
129,0,0.0,0.2445567399263382
130,0,0.0,0.2448938488960266
131,0,0.0,0.2451876848936081
132,0,0.0,0.24631686508655548
133,0,0.0,0.24634528160095215
134,0,0.0,0.24661710858345032
135,0,0.0,0.24697570502758026
136,0,0.0,0.2477458417415619
137,0,0.0,0.24863426387310028
138,0,0.0,0.25373804569244385
139,0,0.0,0.25374987721443176
140,0,0.0,0.25379320979118347
141,0,0.0,0.25418102741241455
142,0,0.0,0.25436195731163025
143,0,0.0,0.25441697239875793
144,0,0.0,0.25443270802497864
145,0,0.0,0.2544562816619873
146,0,0.0,0.25448575615882874
147,0,0.0,0.2545486092567444
148,0,0.0,0.25460752844810486
149,0,0.0,0.2546939253807068
150,0,0.0,0.2550666630268097
151,0,0.0,0.2560078203678131
152,0,0.0,0.2564273774623871
153,0,0.0,0.25683069229125977
154,0,0.0,0.2569338381290436
155,0,0.0,0.25694745779037476
156,0,0.0,0.25705835223197937
157,0,0.0,0.2571925222873688
158,0,0.0,0.25747233629226685
159,0,0.0,0.2575402855873108
160,0,0.0,0.25756552815437317
161,0,0.0,0.2578740119934082
162,0,0.0,0.2579593062400818
163,0,0.0,0.2579670548439026
164,0,0.0,0.2581627368927002
165,0,0.0,0.2581646740436554
166,0,0.0,0.2581840455532074
167,0,0.0,0.258199542760849
168,0,0.0,0.2582363188266754
169,0,0.0,0.2582556903362274
170,0,0.0,0.2582576274871826
171,0,0.0,0.2582750618457794
172,0,0.0,0.25838151574134827
173,0,0.0,0.25838151574134827
174,0,0.0,0.2584047317504883
175,0,0.0,0.2584279477596283
176,0,0.0,0.2584279477596283
177,0,0.0,0.2584453523159027
178,0,0.0,0.2584453523159027
179,0,0.0,0.2584666311740875
180,0,0.0,0.25849178433418274
181,0,0.0,0.25849178433418274
182,0,0.0,0.25853046774864197
183,0,0.0,0.2585401237010956
184,0,0.0,0.2585691511631012
185,0,0.0,0.25861939787864685
186,0,0.0,0.2586522698402405
187,0,0.0,0.2586832046508789
188,0,0.0,0.25873926281929016
189,0,0.0,0.2588551640510559
190,0,0.0,0.258930504322052
191,0,0.0,0.25935497879981995
192,0,0.0,0.25935882329940796
193,0,0.0,0.2594339847564697
194,0,0.0,0.25952842831611633
195,0,0.0,0.25961893796920776
196,0,0.0,0.2601999342441559
197,0,0.0,0.26080259680747986
198,0,0.0,0.26109960675239563
199,0,0.0,0.2619427442550659
200,0,0.0,0.26196563243865967
201,0,0.0,0.26199427247047424
202,0,0.0,0.2620362639427185
203,0,0.0,0.2621431052684784
204,0,0.0,0.2627508342266083
205,0,0.0,0.2632242441177368
206,0,0.0,0.26325464248657227
207,0,0.0,0.2632565200328827
208,0,0.0,0.26335906982421875
209,0,0.0,0.2633685767650604
210,0,0.0,0.2635146975517273
211,0,0.0,0.2638048529624939
212,0,0.0,0.26407575607299805
213,0,0.0,0.2641211748123169
214,0,0.0,0.2641817629337311
215,0,0.0,0.26479238271713257
216,0,0.0,0.26479238271713257
217,0,0.0,0.2650698125362396
218,0,0.0,0.26518672704696655
219,0,0.0,0.2652451694011688
220,0,0.0,0.2652451694011688
221,0,0.0,0.2652621269226074
222,0,0.0,0.26542606949806213
223,0,0.0,0.2660169303417206
224,0,0.0,0.26612403988838196
225,0,0.0,0.2675705552101135
226,0,0.0,0.2675817608833313
227,0,0.0,0.26780030131340027
228,0,0.0,0.26780030131340027
229,0,0.0,0.26797574758529663
230,0,0.0,0.2681007385253906
231,0,0.0,0.26837846636772156
232,0,0.0,0.26848089694976807
233,0,0.0,0.2685497999191284
234,0,0.0,0.26857027411460876
235,0,0.0,0.2688475549221039
236,0,0.0,0.26889774203300476
237,0,0.0,0.2695218026638031
238,0,0.0,0.2695589065551758
239,0,0.0,0.2696071267127991
240,0,0.0,0.2696071267127991
241,0,0.0,0.26973506808280945
242,0,0.0,0.2698907256126404
243,0,0.0,0.2701629102230072
244,0,0.0,0.2707803547382355
245,0,0.0,0.27096495032310486
246,0,0.0,0.2713097929954529
247,0,0.0,0.2716357707977295
248,0,0.0,0.2717002034187317
249,0,0.0,0.27186208963394165
250,0,0.0,0.27234169840812683
251,0,0.0,0.27256008982658386
252,0,0.0,0.27380651235580444
253,0,0.0,0.2747526168823242
254,0,0.0,0.2763077914714813
255,0,0.0,0.2763783633708954
256,0,0.0,0.2764941155910492
257,0,0.0,0.27659717202186584
258,0,0.0,0.27671104669570923
259,0,0.0,0.2767561972141266
260,0,0.0,0.2769621014595032
261,0,0.0,0.2770974636077881
262,0,0.0,0.2771407663822174
263,0,0.0,0.27715158462524414
264,0,0.0,0.2772327661514282
265,0,0.0,0.27772828936576843
266,0,0.0,0.2778884768486023
267,0,0.0,0.277910053730011
268,0,0.0,0.2779802083969116
269,0,0.0,0.2780179977416992
270,0,0.0,0.27815282344818115
271,0,0.0,0.27822113037109375
272,0,0.0,0.2784420847892761
273,0,0.0,0.27852827310562134
274,0,0.0,0.2788243293762207
275,0,0.0,0.2792024314403534
276,0,0.0,0.2792024314403534
277,0,0.0,0.2798035144805908
278,0,0.0,0.2802374064922333
279,0,0.0,0.28071337938308716
280,0,0.0,0.28100356459617615
281,0,0.0,0.2811209559440613
282,0,0.0,0.28117433190345764
283,0,0.0,0.28176939487457275
284,0,0.0,0.28235793113708496
285,0,0.0,0.28245529532432556
286,0,0.0,0.28332313895225525
287,0,0.0,0.28339019417762756
288,0,0.0,0.2836723327636719
289,0,0.0,0.28367939591407776
290,0,0.0,0.28478413820266724
291,0,0.0,0.2857341468334198
292,0,0.0,0.2857726514339447
293,0,0.0,0.285931795835495
294,0,0.0,0.28616952896118164
295,0,0.0,0.2888892590999603
296,0,0.0,0.28979992866516113
297,0,0.0,0.28988102078437805
298,0,0.0,0.29009824991226196
299,0,0.0,0.290106862783432
300,0,0.0,0.291578471660614
301,0,0.0,0.29163676500320435
302,0,0.0,0.29208046197891235
303,0,0.0,0.29210615158081055
304,0,0.0,0.29231148958206177
305,0,0.0,0.2924653887748718
306,0,0.0,0.2925935685634613
307,0,0.0,0.2927234172821045
308,0,0.0,0.29297780990600586
309,0,0.0,0.2931825518608093
310,0,0.0,0.29342120885849
311,0,0.0,0.2936170995235443
312,0,0.0,0.2944282591342926
313,0,0.0,0.29453012347221375
314,0,0.0,0.29585808515548706
315,0,0.0,0.29585808515548706
316,0,0.0,0.2967018783092499
317,0,0.0,0.2971077263355255
318,0,0.0,0.29793456196784973
319,0,0.0,0.3007257878780365
320,0,0.0,0.3007407486438751
321,0,0.0,0.3009684383869171
322,0,0.0,0.3016985356807709
323,0,0.0,0.3043961226940155
324,0,0.0,0.3048097789287567
325,0,0.0,0.30521467328071594
326,0,0.0,0.30584636330604553
327,0,0.0,0.306838721036911
328,0,0.0,0.3069038987159729
329,0,0.0,0.3069397211074829
330,0,0.0,0.30694788694381714
331,0,0.0,0.30713027715682983
332,0,0.0,0.30749472975730896
333,0,0.0,0.30753374099731445
334,0,0.0,0.3088446259498596
335,0,0.0,0.30893364548683167
336,0,0.0,0.30894821882247925
337,0,0.0,0.30898866057395935
338,0,0.0,0.309001624584198
339,0,0.0,0.309001624584198
340,0,0.0,0.30904531478881836
341,0,0.0,0.3096223473548889
342,0,0.0,0.3097386062145233
343,0,0.0,0.3098661005496979
344,0,0.0,0.30994999408721924
345,0,0.0,0.3104657828807831
346,0,0.0,0.31057044863700867
347,0,0.0,0.3121265769004822
348,0,0.0,0.31252360343933105
349,0,0.0,0.3127139210700989
350,0,0.0,0.3127986490726471
351,0,0.0,0.31292811036109924
352,0,0.0,0.3129744529724121
353,0,0.0,0.31307825446128845
354,0,0.0,0.3136558532714844
355,0,0.0,0.3137706220149994
356,0,0.0,0.3138279914855957
357,0,0.0,0.3139108121395111
358,0,0.0,0.31396177411079407
359,0,0.0,0.3140445947647095
360,0,0.0,0.3140493631362915
361,0,0.0,0.31408438086509705
362,0,0.0,0.3142053484916687
363,0,0.0,0.31422922015190125
364,0,0.0,0.314674437046051
365,0,0.0,0.3147999346256256
366,0,0.0,0.31482693552970886
367,0,0.0,0.3149539530277252
368,0,0.0,0.31498730182647705
369,0,0.0,0.3150031864643097
370,0,0.0,0.315023809671402
371,0,0.0,0.31507617235183716
372,0,0.0,0.31509047746658325
373,0,0.0,0.3151015639305115
374,0,0.0,0.3152681291103363
375,0,0.0,0.3152919411659241
376,0,0.0,0.3153236508369446
377,0,0.0,0.3156263530254364
378,0,0.0,0.31625306606292725
379,0,0.0,0.3164142966270447
380,0,0.0,0.3164869546890259
381,0,0.0,0.316543847322464
382,0,0.0,0.3167648911476135
383,0,0.0,0.31679487228393555
384,0,0.0,0.31680434942245483
