,Dimension,Birth,Death
0,0,0.0,0.08616263419389725
1,0,0.0,0.08743569254875183
2,0,0.0,0.08924124389886856
3,0,0.0,0.09064766764640808
4,0,0.0,0.09414350986480713
5,0,0.0,0.09548822045326233
6,0,0.0,0.0967729315161705
7,0,0.0,0.09922197461128235
8,0,0.0,0.09944847971200943
9,0,0.0,0.09967447072267532
10,0,0.0,0.10015487670898438
11,0,0.0,0.10057833045721054
12,0,0.0,0.10060814768075943
13,0,0.0,0.10254267603158951
14,0,0.0,0.10264501720666885
15,0,0.0,0.10467091202735901
16,0,0.0,0.10516177862882614
17,0,0.0,0.10554146021604538
18,0,0.0,0.10614612698554993
19,0,0.0,0.10624970495700836
20,0,0.0,0.10631556808948517
21,0,0.0,0.10631556808948517
22,0,0.0,0.10853110253810883
23,0,0.0,0.10903669148683548
24,0,0.0,0.11119352281093597
25,0,0.0,0.1120312437415123
26,0,0.0,0.11495651304721832
27,0,0.0,0.11523454636335373
28,0,0.0,0.11571948975324631
29,0,0.0,0.11615937203168869
30,0,0.0,0.11629273742437363
31,0,0.0,0.11635720729827881
32,0,0.0,0.11642593890428543
33,0,0.0,0.11642593890428543
34,0,0.0,0.11663618683815002
35,0,0.0,0.11678612977266312
36,0,0.0,0.11702563613653183
37,0,0.0,0.11726891994476318
38,0,0.0,0.11814398318529129
39,0,0.0,0.11917214095592499
40,0,0.0,0.12068554013967514
41,0,0.0,0.12077251076698303
42,0,0.0,0.12121468782424927
43,0,0.0,0.12146604806184769
44,0,0.0,0.12211470305919647
45,0,0.0,0.12259282171726227
46,0,0.0,0.12291867285966873
47,0,0.0,0.12600396573543549
48,0,0.0,0.1290774941444397
49,0,0.0,0.12942178547382355
50,0,0.0,0.13095800578594208
51,0,0.0,0.13098855316638947
52,0,0.0,0.13198862969875336
53,0,0.0,0.13239336013793945
54,0,0.0,0.1324877291917801
55,0,0.0,0.13268759846687317
56,0,0.0,0.1329210251569748
57,0,0.0,0.13335666060447693
58,0,0.0,0.1336076408624649
59,0,0.0,0.134238600730896
60,0,0.0,0.1344730406999588
61,0,0.0,0.134484201669693
62,0,0.0,0.13450278341770172
63,0,0.0,0.13505925238132477
64,0,0.0,0.1354474127292633
65,0,0.0,0.13574977219104767
66,0,0.0,0.13655401766300201
67,0,0.0,0.13687950372695923
68,0,0.0,0.13720057904720306
69,0,0.0,0.1372479498386383
70,0,0.0,0.1375935971736908
71,0,0.0,0.1377316266298294
72,0,0.0,0.1379999965429306
73,0,0.0,0.13811589777469635
74,0,0.0,0.1383546143770218
75,0,0.0,0.13881643116474152
76,0,0.0,0.13882362842559814
77,0,0.0,0.13902877271175385
78,0,0.0,0.13944174349308014
79,0,0.0,0.1403709352016449
80,0,0.0,0.14041367173194885
81,0,0.0,0.14071246981620789
82,0,0.0,0.14151324331760406
83,0,0.0,0.14241138100624084
84,0,0.0,0.14243945479393005
85,0,0.0,0.14356879889965057
86,0,0.0,0.14395833015441895
87,0,0.0,0.1443987488746643
88,0,0.0,0.14638647437095642
89,0,0.0,0.14659808576107025
90,0,0.0,0.1468774974346161
91,0,0.0,0.14840485155582428
92,0,0.0,0.1509900689125061
93,0,0.0,0.1518222689628601
94,0,0.0,0.152440145611763
95,0,0.0,0.152440145611763
96,0,0.0,0.153124138712883
97,0,0.0,0.1531371921300888
98,0,0.0,0.15323837101459503
99,0,0.0,0.15339817106723785
100,0,0.0,0.15341120958328247
101,0,0.0,0.15341447293758392
102,0,0.0,0.1534372866153717
103,0,0.0,0.15355129539966583
104,0,0.0,0.15367497503757477
105,0,0.0,0.15396752953529358
106,0,0.0,0.15484508872032166
107,0,0.0,0.15536408126354218
108,0,0.0,0.15536408126354218
109,0,0.0,0.15620818734169006
110,0,0.0,0.15678009390830994
111,0,0.0,0.15690124034881592
112,0,0.0,0.15695540606975555
113,0,0.0,0.156987264752388
114,0,0.0,0.15709233283996582
115,0,0.0,0.15721958875656128
116,0,0.0,0.15799683332443237
117,0,0.0,0.15894338488578796
118,0,0.0,0.15898427367210388
119,0,0.0,0.15905344486236572
120,0,0.0,0.15930788218975067
121,0,0.0,0.16041819751262665
122,0,0.0,0.16065801680088043
123,0,0.0,0.16126996278762817
124,0,0.0,0.16159208118915558
125,0,0.0,0.16186414659023285
126,0,0.0,0.16287726163864136
127,0,0.0,0.16296318173408508
