,Birth,Death,Dimension
0,0.0,0.10998636484146118,0
1,0.0,0.11363977938890457,0
2,0.0,0.1396280825138092,0
3,0.0,0.14210911095142365,0
4,0.0,0.14268846809864044,0
5,0.0,0.14289507269859314,0
6,0.0,0.1430174857378006,0
7,0.0,0.14303496479988098,0
8,0.0,0.143199160695076,0
9,0.0,0.14349564909934998,0
10,0.0,0.14450259506702423,0
11,0.0,0.14477914571762085,0
12,0.0,0.14477914571762085,0
13,0.0,0.14778362214565277,0
14,0.0,0.147976353764534,0
15,0.0,0.14860013127326965,0
16,0.0,0.14919115602970123,0
17,0.0,0.1517135500907898,0
18,0.0,0.15475142002105713,0
19,0.0,0.15770858526229858,0
20,0.0,0.16077624261379242,0
21,0.0,0.1609036922454834,0
22,0.0,0.1610621064901352,0
23,0.0,0.16322989761829376,0
24,0.0,0.16326971352100372,0
25,0.0,0.16330645978450775,0
26,0.0,0.1633523851633072,0
27,0.0,0.16354510188102722,0
28,0.0,0.16401219367980957,0
29,0.0,0.16680528223514557,0
30,0.0,0.16702993214130402,0
31,0.0,0.16748730838298798,0
32,0.0,0.16968205571174622,0
33,0.0,0.17095905542373657,0
34,0.0,0.17178474366664886,0
35,0.0,0.17490282654762268,0
36,0.0,0.1752084493637085,0
37,0.0,0.17540809512138367,0
38,0.0,0.1754480004310608,0
39,0.0,0.17555056512355804,0
40,0.0,0.1767144650220871,0
41,0.0,0.1773555725812912,0
42,0.0,0.17793819308280945,0
43,0.0,0.181510329246521,0
44,0.0,0.18186809122562408,0
45,0.0,0.18198077380657196,0
46,0.0,0.18304917216300964,0
47,0.0,0.1831720471382141,0
48,0.0,0.18354018032550812,0
49,0.0,0.18367907404899597,0
50,0.0,0.1850135177373886,0
51,0.0,0.18847545981407166,0
52,0.0,0.19587241113185883,0
53,0.0,0.1961912363767624,0
54,0.0,0.19699746370315552,0
55,0.0,0.19713446497917175,0
56,0.0,0.19907787442207336,0
57,0.0,0.1992812156677246,0
58,0.0,0.19980239868164062,0
59,0.0,0.19985245168209076,0
60,0.0,0.199942484498024,0
61,0.0,0.2001924067735672,0
62,0.0,0.2005043625831604,0
63,0.0,0.20061156153678894,0
64,0.0,0.20133306086063385,0
65,0.0,0.20144975185394287,0
66,0.0,0.20265240967273712,0
67,0.0,0.2125629335641861,0
68,0.0,0.21497441828250885,0
69,0.0,0.21772000193595886,0
70,0.0,0.23130498826503754,0
71,0.0,0.23553131520748138,0
72,0.0,0.24595122039318085,0
73,0.0,0.24991998076438904,0
74,0.0,0.25122103095054626,0
75,0.0,0.2513563334941864,0
76,0.0,0.2562420666217804,0
77,0.0,0.25624987483024597,0
78,0.0,0.256374716758728,0
79,0.0,0.25926628708839417,0
80,0.0,0.28911417722702026,0
81,0.0,0.29605066776275635,0
82,0.0,0.30475398898124695,0
83,0.0,0.3156580328941345,0
84,0.0,0.3212709128856659,0
85,0.0,0.32302168011665344,0
86,0.0,0.3366645276546478,0
87,0.0,0.35524919629096985,0
88,0.0,0.3589094579219818,0
89,0.0,0.3709433972835541,0
90,0.0,0.3712734878063202,0
91,0.0,0.38620978593826294,0
92,0.0,0.39258629083633423,0
93,0.0,0.392657607793808,0
94,0.0,0.39269962906837463,0
95,0.0,0.3931869864463806,0
96,0.0,0.3936191201210022,0
97,0.0,0.3966320753097534,0
98,0.0,0.3973260521888733,0
99,0.0,0.4037325978279114,0
100,0.0,0.4087517559528351,0
101,0.0,0.4167829155921936,0
102,0.0,0.41836705803871155,0
103,0.0,0.4246681034564972,0
104,0.0,0.42600470781326294,0
105,0.0,0.42792055010795593,0
106,0.0,0.4292446970939636,0
107,0.0,0.43002790212631226,0
108,0.0,0.4314962327480316,0
109,0.0,0.4339343309402466,0
110,0.0,0.44391778111457825,0
111,0.0,0.44547054171562195,0
112,0.0,0.4457252621650696,0
113,0.0,0.45919495820999146,0
114,0.0,0.4663078486919403,0
115,0.0,0.49104684591293335,0
116,0.0,0.4976936876773834,0
117,0.0,0.4979347288608551,0
118,0.0,0.4981566071510315,0
119,0.0,0.49932754039764404,0
120,0.0,0.5026499629020691,0
121,0.0,0.5028369426727295,0
122,0.0,0.5032534003257751,0
123,0.0,0.5120478272438049,0
124,0.0,0.5276457071304321,0
125,0.0,0.5276495218276978,0
126,0.0,0.5325288772583008,0
127,0.0,0.5385842323303223,0
128,0.0,0.5387253761291504,0
129,0.0,0.5390074253082275,0
130,0.0,0.5405533909797668,0
131,0.0,0.5473673343658447,0
132,0.0,0.5499390959739685,0
133,0.0,0.5723888278007507,0
134,0.0,0.5868849754333496,0
135,0.0,0.5995798707008362,0
136,0.0,0.6125267148017883,0
137,0.0,0.614427387714386,0
138,0.0,0.615657389163971,0
139,0.0,0.6340773105621338,0
140,0.0,0.6421167850494385,0
141,0.0,0.6731285452842712,0
142,0.0,0.6769977807998657,0
143,0.0,0.6826126575469971,0
144,0.0,0.6895483732223511,0
145,0.0,0.6948186755180359,0
146,0.0,0.6948251724243164,0
147,0.0,0.6964696645736694,0
148,0.0,0.7014948129653931,0
149,0.0,0.7029914855957031,0
150,0.0,0.7062994837760925,0
151,0.0,0.7163176536560059,0
152,0.0,0.7346625328063965,0
153,0.0,0.8475906848907471,0
154,0.0,0.8706210255622864,0
155,0.0,0.8707157969474792,0
156,0.0,0.8720240592956543,0
157,0.0,0.874543309211731,0
158,0.0,0.8791979551315308,0
159,0.0,0.8813171982765198,0
160,0.0,0.8823519945144653,0
161,0.0,0.8857567310333252,0
162,0.0,0.8958348035812378,0
163,0.0,0.9001777768135071,0
164,0.0,0.9019129872322083,0
165,0.0,0.9029767513275146,0
166,0.0,0.9411439895629883,0
167,0.0,0.9506645202636719,0
168,0.0,0.9626328349113464,0
169,0.0,0.9704004526138306,0
170,0.0,0.9764164090156555,0
171,0.0,1.038481593132019,0
172,0.0,inf,0
173,1.155586838722229,1.1746543645858765,1
174,1.0243968963623047,1.0553401708602905,1
175,0.9866296052932739,1.0026519298553467,1
176,0.9707435369491577,0.9840330481529236,1
177,0.9668164253234863,0.9946125149726868,1
178,0.9551214575767517,0.9588128328323364,1
179,0.9541755318641663,0.9703958034515381,1
180,0.9486843347549438,0.9499205350875854,1
181,0.9350561499595642,1.05650794506073,1
182,0.9304718971252441,1.0813121795654297,1
183,0.9201478362083435,1.014936923980713,1
184,0.9152393341064453,1.0422451496124268,1
185,0.9051099419593811,0.9372721314430237,1
186,0.8292327523231506,0.9143379926681519,1
187,0.8110653758049011,0.8650618195533752,1
188,0.7478275299072266,0.8545454740524292,1
189,0.7466927170753479,0.90639728307724,1
190,0.7463223338127136,0.9461305141448975,1
191,0.744090735912323,0.800739049911499,1
192,0.741855800151825,0.9377014636993408,1
193,0.668508768081665,0.670176088809967,1
194,0.640122652053833,0.641294002532959,1
195,0.6392745971679688,0.6416003704071045,1
196,0.6347779035568237,0.7254019379615784,1
197,0.6212559938430786,0.6263752579689026,1
198,0.5596749186515808,0.6649233102798462,1
199,0.5585901737213135,0.58465975522995,1
200,0.554286003112793,0.6181577444076538,1
201,0.5317602753639221,0.5796869993209839,1
202,0.5281126499176025,0.5974001884460449,1
203,0.49735701084136963,0.6116257309913635,1
204,0.22322633862495422,0.22620566189289093,1
205,0.22166867554187775,0.23472537100315094,1
206,0.21389248967170715,0.22385263442993164,1
207,0.2059732973575592,0.2452407032251358,1
208,0.20478036999702454,0.21376389265060425,1
209,0.2036614865064621,0.24043501913547516,1
210,0.2025240659713745,0.2425469011068344,1
211,0.20244258642196655,0.22371633350849152,1
212,0.20170027017593384,0.25252723693847656,1
213,0.20159116387367249,0.20192325115203857,1
214,0.20043203234672546,0.24138765037059784,1
215,0.199789896607399,0.24024571478366852,1
216,0.19938907027244568,0.2407779097557068,1
217,0.19705329835414886,0.2367403656244278,1
218,0.19695430994033813,0.20735476911067963,1
219,0.19636701047420502,0.22875970602035522,1
220,0.19610200822353363,0.19994999468326569,1
221,0.19512559473514557,0.23259836435317993,1
222,0.19294299185276031,0.20667608082294464,1
223,0.1894914209842682,0.20717866718769073,1
224,0.1894439160823822,0.20955906808376312,1
225,0.18440444767475128,0.19994999468326569,1
226,0.1843881756067276,0.2100714147090912,1
227,0.1778847873210907,0.19218480587005615,1
228,0.1774091273546219,0.18395379185676575,1
229,0.17713835835456848,0.18487563729286194,1
230,0.17650212347507477,0.2181261032819748,1
231,0.1762753576040268,0.18973402678966522,1
