"","","Birth","Death"
"",0,0,1.20714581012726
"",0,0,1.22210681438446
"",0,0,1.22975158691406
"",0,0,1.22977602481842
"",0,0,1.22993695735931
"",0,0,1.23018944263458
"",0,0,1.23028004169464
"",0,0,1.23029625415802
"",0,0,1.23037755489349
"",0,0,1.23038613796234
"",0,0,1.23045718669891
"",0,0,1.23052430152893
"",0,0,1.23053407669067
"",0,0,1.23083961009979
"",0,0,1.23090779781342
"",0,0,1.23095655441284
"",0,0,0.317579646905263
"",0,0,0.540757849812508
"",0,0,1.09235429763794
"",0,0,0.356047752830717
"",0,0,0.457971675055368
"",0,0,0.709272146224976
"",0,0,0.133696099743247
"",0,0,0.276825780218298
"",0,0,0.24813617530622
"",0,0,0.447931595538792
"",0,0,0.588794210682745
"",0,0,0.362505678087473
"",0,0,1.18140590190887
"",0,0,0.926153366764387
"",0,0,0.175582405179739
"",0,0,0.32386250929399
"",0,0,0.304069778571526
"",0,0,0.210286295248402
"",0,0,0.749453986232931
"",0,0,0.394206304103136
"",0,0,0.391033223697117
"",0,0,0.472454570233822
"",0,0,0.602264255285263
"",0,0,0.387460273504257
"",0,0,0.516245138645172
"",0,0,0.982294261455536
"",0,0,0.399994035561879
"",0,0,0.292726453807619
"",0,0,0.154820644855499
"",0,0,0.371357280015945
"",0,0,0.645010550816854
"",0,0,0.9116287955216
"",0,0,0.491853857040405
"",0,0,0.571818865835667
"",0,0,0.380732327699661
"",0,0,0.159362084335751
"",0,0,0.434117743372917
"",0,0,0.311763184070587
"",0,0,0.547794123490651
"",0,0,1.11677903930346
"",0,0,0.343585905703631
"",0,0,0.878491133451462
"",0,0,0.165502635496003
"",0,0,0.808192054430644
"",0,0,0.609963619709015
"",0,0,0.422821765596216
"",0,0,0.192752129398286
"",0,0,0.596103767553965
"",0,0,0.330457272854718
"",0,0,0.561622440814972
"",0,0,0.199677089140529
"",0,0,0.410280984640121
"",0,0,0.185953827367889
"",1,1.23122942447662,2.80298256874084
"",1,0.537508703768253,0.59455369412899
"",1,2.48045310974121,2.52893838882446
"",1,0.85166911482811,0.875265622138977
"",1,1.1311342716217,1.16571114460627
"",1,1.41114839911461,1.45050743222237
"",1,0.748271039554051,0.787506631442479
"",1,1.01077456133706,1.02381479740143
"",1,2.54585393269857,2.67337481180827
"",1,0.603540086083942,0.772184752755695
"",1,2.6353887961461,2.73332115320059
"",1,0.779184107979139,0.802629038691521
"",1,0.470069786906242,0.476803475618362
"",1,1.18553400039673,1.2887589931488
"",1,0.192619621753693,0.214226871728897
"",1,0.310990504920483,0.335513271391392
"",1,2.71388008859422,2.78119421005249
"",1,0.915420457720757,0.959356680512428
"",1,0.716827445170459,0.755141219672035
"729",2,2.8244001865387,2.82541918754578
"730",2,2.82203817367554,2.82266855239868
"731",2,2.81204915046692,2.81322145462036
"732",2,2.80510258674622,2.83920574188232
"733",2,2.77564525604248,2.77607846260071
"734",2,2.76386475563049,2.76949262619019
"736",2,2.69680857658386,2.73517465591431
"737",2,2.47110652923584,2.48431348800659
"738",2,1.39295589923859,1.39298343658447
"739",2,1.35334146022797,1.36086738109589
"740",2,1.32378995418549,1.32893455028534
"741",2,1.16787540912628,1.16976833343506
"742",2,1.13654124736786,1.15209066867828
"743",2,1.10938811302185,1.11619174480438
"744",2,1.08859813213348,1.08876264095306
"745",2,1.04286336898804,1.04830384254456
"746",2,1.03677332401276,1.04162132740021
"747",2,1.01788651943207,1.03058671951294
"748",2,0.993400752544403,1.00792860984802
"749",2,0.969398260116577,0.984901547431946
"750",2,0.949226021766663,0.962823987007141
"751",2,0.829935550689697,0.830180704593658
"752",2,0.827835738658905,0.830180704593658
"753",2,0.817505359649658,0.825458645820618
"754",2,0.816535949707031,0.820363938808441
"755",2,0.815339803695679,0.817647874355316
"756",2,0.815016567707062,0.822161793708801
"757",2,0.813654720783234,0.823001801967621
"758",2,0.811531901359558,0.811730265617371
"759",2,0.806548833847046,0.814178705215454
"760",2,0.801176607608795,0.808744072914124
"761",2,0.786448955535889,0.788113594055176
"762",2,0.784207880496979,0.785599768161774
"763",2,0.780105113983154,0.780361473560333
"764",2,0.779132843017578,0.79315447807312
"765",2,0.773530840873718,0.779231011867523
"766",2,0.771400690078735,0.771676123142242
"767",2,0.770617961883545,0.779756367206573
"768",2,0.769086480140686,0.786326289176941
"769",2,0.766097247600555,0.782689571380615
"770",2,0.762392938137054,0.780883491039276
