"","","Birth","Death"
"1",0,0,0.901060461997986
"2",0,0,0.901597499847412
"3",0,0,0.901792109012604
"4",0,0,0.901969492435455
"5",0,0,0.90201610326767
"6",0,0,0.902016639709473
"7",0,0,0.902098655700684
"8",0,0,0.902848839759827
"9",0,0,0.903761565685272
"10",0,0,0.904000580310822
"11",0,0,0.921204090118408
"12",0,0,0.92206996679306
"13",0,0,0.923056900501251
"14",0,0,0.923125147819519
"15",0,0,0.923719644546509
"16",0,0,0.925971388816833
"17",0,0,0.926349282264709
"18",0,0,0.930270373821259
"19",0,0,0.937121629714966
"20",0,0,0.939157068729401
"21",0,0,0.940657198429108
"22",0,0,0.950425148010254
"23",0,0,0.951136708259583
"24",0,0,0.951470971107483
"25",0,0,0.952725052833557
"26",0,0,0.522581094503403
"27",0,0,0.463763046264648
"28",0,0,0.715233291898455
"29",0,0,0.647309099634488
"30",0,0,0.67119206322564
"31",0,0,0.547772496938705
"32",0,0,0.358623310923576
"33",0,0,0.831103444099426
"34",0,0,0.377219334244728
"35",0,0,0.62360318005085
"36",0,0,0.817992389202118
"37",0,0,0.607031114399433
"38",0,0,0.439769817250116
"39",0,0,0.513823118474748
"40",0,0,0.868237866295709
"41",0,0,0.793048407350268
"42",0,0,0.345021640261014
"43",0,0,0.428142921282695
"44",0,0,0.633756160736084
"45",0,0,0.533769047260284
"46",0,0,0.803710950745477
"47",0,0,0.619587379693985
"48",0,0,0.890516549348831
"49",0,0,0.726815336942673
"50",0,0,0.557003716627757
"51",0,0,0.611231962839762
"52",0,0,0.776979565620422
"53",0,0,0.394670221954584
"54",0,0,0.455823216587305
"55",0,0,0.687131777405739
"56",0,0,0.490814658147948
"57",0,0,0.47086364403367
"58",0,0,0.477121195622853
"59",0,0,0.639017455279827
"60",0,0,0.593998312950134
"61",0,0,0.659127848488944
"62",0,0,0.600037940523841
"63",0,0,0.536942978700002
"64",0,0,0.56994994948892
"65",0,0,0.585805375128984
"66",0,0,0.822968772479466
"67",0,0,0.561771132051945
"68",0,0,0.627144004617419
"69",0,0,0.615976242224375
"70",0,0,0.540703186622033
"71",0,0,0.840772233226083
"72",0,0,0.500596902200154
"73",0,0,0.400613628327847
"74",0,0,0.418857092207128
"75",0,0,0.576597883587792
"76",0,0,0.744940720498562
"77",0,0,0.407387142831629
"78",1,0.97013247013092,1.52299380302429
"79",1,0.903144001960754,0.929011601209641
"80",1,1.58139849503835,1.59101668198903
"81",1,1.01927041155951,1.12099077020373
"82",1,0.886978397766749,1.00931723912557
"83",1,0.85267060053976,0.915793550641913
"84",1,0.611851143836975,0.633765435218811
"85",1,0.638821039348841,0.657491199672222
"86",1,1.13069903850555,1.20011824369431
"87",1,1.4344442486763,1.44478068351746
"88",1,1.39047039747238,1.41249570846558
"89",1,0.711977154016495,0.71849912405014
"90",1,1.27646805047989,1.29878334999084
"91",1,0.928907066583633,1.07016934951146
"92",1,1.35941519907543,1.36318442651204
"93",1,0.82143705089887,0.874967868129412
"94",1,0.801084339618683,0.972780644893646
"95",1,1.51226884788937,1.51695772012075
"96",1,0.483408812965666,0.500025314944131
"97",1,0.769488702217738,0.781987369060516
"98",1,1.26959407329559,1.502805352211
"99",1,0.936511364248064,0.995131664805942
"100",1,1.46092926997405,1.47279712328544
"101",2,1.52697932720184,1.58127164840698
"102",2,1.64853833402906,1.65757623740605
"103",2,1.58472555875778,1.58666797478994
"104",2,1.53474820101703,1.55182060930464
"105",2,1.59433591365814,1.60203856229782
"106",2,1.57816190719604,1.59885445833206
"107",2,1.69787609577179,1.707195520401
"108",2,1.61203530856541,1.61700524602618
"109",2,1.44813488210951,1.46300418036325
"110",2,1.50245629151662,1.5135101556778
"111",2,1.51907433403863,1.53405496146944
"112",2,1.55362898111343,1.56616008281708
"113",2,1.56692025065422,1.57427762448788
"114",2,1.48806168351855,1.49448313031878
"115",2,1.5766494207912,1.58420831627316
"116",2,1.05467629432678,1.0692238509655
