"","","Birth","Death"
"1",0,0,0.915096700191498
"2",0,0,0.923457622528076
"3",0,0,0.926531732082367
"4",0,0,0.926999986171722
"5",0,0,0.927767217159271
"6",0,0,0.929253458976746
"7",0,0,0.929720938205719
"8",0,0,0.947300374507904
"9",0,0,0.953017830848694
"10",0,0,0.954815149307251
"11",0,0,0.955367982387543
"12",0,0,0.980534017086029
"13",0,0,0.98167359828949
"14",0,0,0.984952807426453
"15",0,0,0.989078879356384
"16",0,0,0.992542684078217
"17",0,0,0.28910088964871
"18",0,0,0.294663723558187
"19",0,0,0.311775267124176
"20",0,0,0.281746387481689
"21",0,0,0.548112511634827
"22",0,0,0.308821901679039
"23",0,0,0.851428210735321
"24",0,0,0.377391918347432
"25",0,0,0.396260648965836
"26",0,0,0.217718715114253
"27",0,0,0.207207676023245
"28",0,0,0.447867380248176
"29",0,0,0.761258924007416
"30",0,0,0.725620180368423
"31",0,0,0.328198351643302
"32",0,0,0.430864870548248
"33",0,0,0.252218218950125
"34",0,0,0.200173725374043
"35",0,0,0.235440004616976
"36",0,0,0.515485242009163
"37",0,0,0.460748898983002
"38",0,0,0.713143277168274
"39",0,0,0.832863748073578
"40",0,0,0.26298528638753
"41",0,0,0.78167749941349
"42",0,0,0.481484407186508
"43",0,0,0.274238801919497
"44",0,0,0.22584447885553
"45",0,0,0.496780097484589
"46",0,0,0.682884613672892
"47",0,0,0.698629049154428
"48",0,0,0.3625564608309
"49",0,0,0.419022796675563
"50",0,0,0.305053025484085
"51",0,0,0.321805626153946
"52",0,0,0.766214533646901
"53",0,0,0.601710274815559
"54",0,0,0.810589161786166
"55",0,0,0.423915076255798
"56",0,0,0.26763861307076
"57",0,0,0.257560309022665
"58",0,0,0.864710946877797
"59",0,0,0.324854216792367
"60",0,0,0.409768655896187
"61",0,0,0.346564021180658
"62",0,0,0.633113950490952
"63",0,0,0.316861848939549
"64",0,0,0.579364144802094
"65",0,0,0.319641653448343
"66",0,0,0.245000380608771
"67",0,0,0.299790607257323
"68",0,0,0.33402060965697
"69",0,0,0.190855896898678
"70",1,0.811278641223907,1.3468633890152
"71",1,0.802625060081482,1.35145509243011
"72",1,1.47792049249013,1.59078578154246
"73",1,1.3248050142737,1.32987352679758
"74",1,0.773858118057251,0.945952832698822
"75",1,1.13721059350406,1.21261084079742
"76",1,1.36923721006938,1.37249443360737
"77",1,1.26763534545898,1.34774578942193
"78",1,0.28231106325984,0.295124657452106
"79",1,0.428597220116191,0.443778572811021
"80",1,1.37505656480789,1.48429417610168
"81",1,0.998724354637994,1.118760254648
"82",1,1.14352824687958,1.35527126789093
"83",1,1.34091401951654,1.35277681691306
"84",1,0.537494730949402,0.588894367218018
"85",1,0.347524266032612,0.360335926799213
"86",1,0.906204547200884,1.06870644433158
"87",1,0.764084804058075,0.861986124515533
"88",1,0.87997133731842,0.941570043563843
"89",1,0.757566177845001,0.785418951511383
"90",1,1.30164637565613,1.30833079020182
"91",1,1.0504909157753,1.26332887013753
"92",2,1.38415610790253,1.55511355400085
"93",2,1.41490630308787,1.47816687822342
"94",2,1.39035502274831,1.39960180123647
"95",2,1.35453173988744,1.3587036007329
"96",2,1.28011429309845,1.32888442277908
"97",2,1.51263395547867,1.53960567712784
"98",2,1.60331153869629,1.60367333889008
"99",2,1.37266562295997,1.3790167103643
"100",2,1.4572049704465,1.47798336635936
"101",2,1.32194133599599,1.39502755800883
