"","","Birth","Death"
"1",0,0,6.50643587112427
"2",0,0,6.50792646408081
"3",0,0,6.50899171829224
"4",0,0,6.50946807861328
"5",0,0,6.51059293746948
"6",0,0,6.51863718032837
"7",0,0,6.51864910125732
"8",0,0,6.52051877975464
"9",0,0,6.52061796188354
"10",0,0,6.52491426467896
"11",0,0,6.52908086776733
"12",0,0,6.53020906448364
"13",0,0,6.53235864639282
"14",0,0,6.53243017196655
"15",0,0,6.53313541412354
"16",0,0,6.53389501571655
"17",0,0,6.53839588165283
"18",0,0,6.53911256790161
"19",0,0,6.53915452957153
"20",0,0,6.53947067260742
"21",0,0,6.53947257995605
"22",0,0,6.5396466255188
"23",0,0,6.54058408737183
"24",0,0,6.5412130355835
"25",0,0,6.54172897338867
"26",0,0,6.54172897338867
"27",0,0,6.54342031478882
"28",0,0,4.47569306691488
"29",0,0,1.23872298002243
"30",0,0,0.313656011223793
"31",0,0,0.415109117825826
"32",0,0,0.414145743846893
"33",0,0,0.770233273506165
"34",0,0,0.23745501836141
"35",0,0,0.419732771813869
"36",0,0,1.30568386316299
"37",0,0,0.280888696014881
"38",0,0,0.269037127494812
"39",0,0,0.428243984069143
"40",0,0,1.44308565344129
"41",0,0,1.55006968975067
"42",0,0,0.422864034771919
"43",0,0,0.394408485719136
"44",0,0,0.704880595207214
"45",0,0,1.14056092500687
"46",0,0,0.41723281416026
"47",0,0,4.56072563595242
"48",0,0,0.40959840019544
"49",0,0,1.1494115293026
"50",0,0,1.48656530563648
"51",0,0,4.76607073677911
"52",0,0,1.19440916379293
"53",0,0,0.220331116020679
"54",0,0,0.454205149412155
"55",0,0,0.330894014010063
"56",0,0,0.966085147857666
"57",0,0,3.26180803775787
"58",0,0,4.83922386169434
"59",0,0,1.17425090074539
"60",0,0,0.485537648200989
"61",0,0,0.379175822524463
"62",0,0,0.307425956515705
"63",0,0,0.434802671894431
"64",0,0,2.45515743891398
"65",0,0,6.44469431468419
"66",0,0,0.402098917712768
"67",0,0,0.405629830227958
"68",0,0,0.297179143875837
"69",0,0,0.566285371780396
"70",0,0,0.621742461408888
"71",0,0,0.440089508014567
"72",0,0,0.356274792781243
"73",0,0,0.421245217323303
"74",0,0,0.472613070692335
"75",0,0,0.444470754265785
"76",0,0,0.507990994623729
"77",0,0,0.448651576584036
"78",0,0,0.461290273401472
"79",0,0,5.83506902058919
"80",1,6.54566335678101,20.2997970581055
"81",1,0.450560462474823,0.550498700141907
"82",1,0.59029053317176,0.596984260612064
"83",1,0.502854670797076,0.518668438707079
"84",1,0.727687275409698,0.745725965499878
"85",1,0.449700146913528,0.506948173046112
"86",1,1.77274486422539,1.8087465763092
"87",1,0.467554196715355,0.504740417003632
"88",1,0.457747507095337,0.461978396773338
"89",1,0.375687301158905,0.383321613073349
"90",1,0.493555119404426,0.501151318733509
"91",1,0.438633155822754,0.462325194478035
"92",1,0.493588143870944,0.5491952867735
"93",1,1.55528835455577,1.5839440425237
"94",1,0.436200754510032,0.47579601738188
"95",1,1.22029438614845,1.22808155417442
"96",1,1.28973110516866,1.32938847939173
"97",1,0.629936319131118,0.637960800757775
"98",1,0.47253457100495,0.552944108195927
"99",1,1.64531373977661,1.66675925254822
"100",1,0.461334751711951,0.473488138781654
"101",1,20.2623343034224,20.2753072218461
"102",1,0.876067221164703,0.87746649980545
"103",1,0.473081171512604,0.48508461813132
"104",1,0.423897524674733,0.437857473889987
"105",1,0.518410976443972,0.528975742203849
"106",1,0.456436152458191,0.533273229598999
"107",1,1.42097706454141,1.4329867873873
"108",1,0.663854658603668,0.677209734916687
"109",1,0.531875252723694,0.546397451559703
"110",1,0.544883358478546,0.583245611190796
"111",1,1.38408372799555,1.40990082422892
"112",1,0.473701624707742,0.535185402089899
"113",1,1.8410571962595,1.87262870371342
"114",1,1.05268537998199,1.05741938948631
"115",1,0.41545757651329,0.471958416700363
"116",1,0.484644637063698,0.524060443595604
"117",1,0.441971359344629,0.44789301432096
"118",2,2.08168506622314,2.13197684288025
"119",2,2.0816478729248,2.13191485404968
"120",2,2.08084058761597,2.1320743560791
"121",2,2.07888603210449,2.12897753715515
"122",2,2.0715434551239,2.12601280212402
"123",2,2.08144867420197,2.11865085363388
"124",2,0.913608759641647,0.929341048002243
"125",2,0.55312217772007,0.55774312838912
"126",2,0.648126482963562,0.654314838349819
"127",2,0.605827132860819,0.617779420481788
"128",2,0.796729564666748,0.798481047153473
"129",2,0.482715988860411,0.487601706210305
"130",2,1.0605683773756,1.06225800514221
