"","","Birth","Death"
"",0,0,3.51755619049072
"",0,0,3.58838224411011
"",0,0,3.59020018577576
"",0,0,3.59140396118164
"",0,0,3.6013708114624
"",0,0,3.60273814201355
"",0,0,3.60415887832642
"",0,0,3.60920190811157
"",0,0,3.64660096168518
"",0,0,3.68237805366516
"",0,0,3.69643092155457
"",0,0,3.70708513259888
"",0,0,3.70906567573547
"",0,0,3.71101641654968
"",0,0,3.72144937515259
"",0,0,3.7243127822876
"",0,0,3.72766208648682
"",0,0,3.73056674003601
"",0,0,3.73231959342957
"",0,0,3.73531627655029
"",0,0,3.7366669178009
"",0,0,3.73828077316284
"",0,0,3.74042248725891
"",0,0,3.7457218170166
"",0,0,3.74960470199585
"",0,0,3.75016069412231
"",0,0,3.75173139572144
"",0,0,3.75254988670349
"",0,0,3.75289988517761
"",0,0,3.7535605430603
"",0,0,3.7541401386261
"",0,0,3.75510025024414
"",0,0,3.76898622512817
"",0,0,3.79460215568542
"",0,0,3.79809546470642
"",0,0,3.83397793769836
"",0,0,3.88665413856506
"",0,0,3.88785672187805
"",0,0,3.89202737808228
"",0,0,3.89555287361145
"",0,0,3.89635467529297
"",0,0,3.89817953109741
"",0,0,3.90064907073975
"",0,0,3.90308499336243
"",0,0,3.90342664718628
"",0,0,3.90981817245483
"",0,0,1.73508739471436
"",0,0,0.390197846624586
"",0,0,0.274629219373067
"",0,0,0.318576030433178
"",0,0,3.42571036020915
"",0,0,0.405308627165281
"",0,0,0.41141699552536
"",0,0,1.09644722938538
"",0,0,0.263976657390595
"",0,0,0.321517586708069
"",0,0,0.466079461574554
"",0,0,0.282963340481122
"",0,0,0.358865931630135
"",0,0,0.38129528931209
"",0,0,2.96406996250153
"",0,0,0.31103579564528
"",0,0,0.383608090026038
"",0,0,0.61957311630249
"",0,0,0.431161684485582
"",0,0,2.31476052602132
"",0,0,0.240827739238739
"",0,0,0.734014391899109
"",0,0,1.23924700652852
"",0,0,0.324394265810649
"",0,0,0.378372818231583
"",0,0,1.85629275015422
"",0,0,0.504572835564613
"",0,0,0.332292389124632
"",0,0,0.259261001039434
"",0,0,0.386511779493756
"",0,0,0.367485645024673
"",0,0,0.916767869676862
"",0,0,0.30218381434679
"",0,0,0.373348670346396
"",0,0,0.408172026276588
"",0,0,0.128135785460472
"",0,0,0.255835528884615
"",0,0,0.31513030661477
"",0,0,0.538755238056183
"",0,0,0.142440058968284
"",0,0,0.328572404384613
"",0,0,0.402119848658057
"",0,0,0.39702033996582
"",0,0,0.421927504241467
"",0,0,0.292188555002213
"",0,0,0.445270489901304
"",0,0,0.214755336443583
"",0,0,2.09766872723897
"",0,0,0.41623826076587
"",0,0,0.348982731501261
"",1,3.9251754283905,12.9941167831421
"",1,1.01969168736384,1.03845170828012
"",1,10.183954556783,10.2110090255737
"",1,0.526777363341788,0.563246703666189
"",1,0.898855239152908,0.937800665696462
"",1,1.64955389499664,1.66816215515137
"",1,1.06696707861764,1.08425822144463
"",1,10.1110620498657,10.8941459655762
"",1,4.41713031133016,4.47993940777249
"",1,9.93139068896954,9.97901454338661
"",1,0.414849334292942,0.433667090204027
"",1,0.820812094956636,0.835855532437563
"",1,0.660112412770589,0.705858627955119
"",1,0.591917971769969,0.645449453876132
"",1,10.6801598072052,10.7004837989807
"",1,0.857966522375743,0.886269668738047
"",1,9.66172409057617,9.73397064208984
"",1,0.739067025044385,0.750964894014246
"",1,0.547051191329956,1.72504866123199
"737",2,4.80882406234741,4.81005334854126
"738",2,1.7543044090271,1.75473475456238
"739",2,1.75310957431793,1.75312805175781
"740",2,1.71616983413696,1.72394144535065
"741",2,1.68663513660431,1.69551610946655
"742",2,1.10650300979614,1.10927224159241
"743",2,1.08423614501953,1.0888397693634
"744",2,1.07691276073456,1.07979297637939
"745",2,1.07385146617889,1.07936692237854
"746",2,1.06591093540192,1.08176803588867
"747",2,1.06212198734283,1.06884980201721
"748",2,1.05616569519043,1.05725204944611
"749",2,1.03429055213928,1.03639996051788
"750",2,1.01445746421814,1.02030038833618
"751",2,1.01174449920654,1.01669216156006
"752",2,0.998896420001984,1.01409220695496
"753",2,0.984627366065979,0.989674687385559
"754",2,0.941778123378754,0.964252054691315
"755",2,0.868556261062622,0.883980214595795
"756",2,0.865024268627167,0.865343272686005
"757",2,0.838250577449799,0.841516494750977
"758",2,0.810151815414429,0.812427818775177
"759",2,0.810151815414429,0.818888902664185
"760",2,0.806423604488373,0.807997524738312
"761",2,0.804652690887451,0.815985321998596
"762",2,0.801283955574036,0.803590714931488
"763",2,0.801272094249725,0.8021639585495
"764",2,0.801004350185394,0.802742183208466
"765",2,0.800376772880554,0.803700804710388
"766",2,0.800080001354218,0.802114069461823
"767",2,0.799884974956512,0.803635478019714
"768",2,0.798236191272736,0.803420782089233
"769",2,0.797897219657898,0.803420782089233
"770",2,0.795736789703369,0.796276986598969
"771",2,0.788112938404083,0.789756298065186
"772",2,0.783469200134277,0.783861577510834
"773",2,0.779648005962372,0.780284583568573
"775",2,0.730060279369354,0.731784820556641
"776",2,0.712742567062378,0.720369338989258
