"","sd_life_dim1","sd_life_dim2"
"1",0.109624321085961,0.0175978364228818
"2",0.0237265168407592,0.010008419435203
"3",0.0370074217129437,0.00203522847933361
"4",0.0873566189959444,0.0111445214702253
"5",0.0952606816934988,0.0312677136558518
"6",0.0517486192368184,0.00497966641520322
"7",0.081062867396004,0.0188257262408963
"8",0.0890232088981119,0.0271659142732781
"9",0.0373566845531677,0.00590994631158783
"10",0.0470183823358166,0.0155079673308782
"11",0.0959001932010595,0.0280085466270015
"12",0.0584205042708976,0.0177495705223009
"13",0.0401292613835235,0.00959645348732364
"14",0.0658849109556211,0.0190906738601281
"15",0.0603231012519771,0.0159050280192013
"16",0.0181022800216607,0.00797556048245056
"17",0.0404173451587983,0.012853718019598
"18",0.0780128655036866,0.0165032643594153
"19",0.0582072158507044,0.0102890841392538
"20",0.0412216186281472,0.0183721812800647
"21",0.0963457491418886,0.0227692261010134
"22",0.0443767428117516,0.0120633910292219
"23",0.062264624799978,0.0217666578078812
"24",0.0508728784413772,0.00740474353640382
"25",0.0396826610592285,0.0106232306154011
"26",0.0531985946388,0.015844781829298
"27",0.0604356635307332,0.00859435468280006
"28",0.0581923659499498,0.0124186230298038
"29",0.204450266677522,0.00347022193914314
"30",0.0450264426661065,0.013970043172385
"31",0.0311679259715897,0.00797839826137791
"32",0.0673613579748415,0.00792911339516631
"33",0.164113950500566,0.0214351798481091
"34",0.0691170115387075,0.0218513319051356
"35",0.0759850582152339,0.0190617147507374
"36",0.126085514043836,0.00771954095721727
"37",0.0766563656236691,0.0307047910806857
"38",0.0577948273375771,0.0101731532258208
"39",0.0755106991098948,0.0324749249919196
"40",0.142654694537319,0
"41",0.0957206758938619,0.00947067730431277
"42",0.190043399176394,0.0175909888028879
"43",0.0394850287563541,0.0117967871062322
"44",0.0593717190916083,0.0169725358600948
"45",0.098648940354643,0.0209791206022716
"46",0.046326592874363,0.00327481047812609
"47",0.0718973892027802,0.0212703848958196
"48",0.0384142888192911,0.017283283595787
"49",0.362911305671026,0.0113097634017907
"50",0.101833242600247,0.0147532459401982
"51",0.108711624382206,0.00696213797385161
"52",0.0564919468115921,0.0223324449282609
"53",0.154719708109329,0.00883623994072423
"54",0.0478438723929924,0.0139771960437066
"55",0.0769629896655577,0.0171343150389001
"56",0.184902115755531,0.0398261769921121
"57",0.0461615322323193,0.0244461118633739
"58",0.027729312130444,0.00600183937218116
"59",0.0721288304518045,0.0208796754851974
"60",0.0471920765839445,0.0152292060708923
"61",0.0797665432867303,0.0170385552682032
"62",0.0857484532681386,0.0155025265575983
"63",0.0649250106773058,0.00673208506792327
"64",0.128019689846286,0.0159107227345216
"65",0.0461024475221613,0.0115432231314646
"66",0.0655095750130406,0.00530532154963949
"67",0.071917840049779,0.0376139079692047
"68",0.040861146008418,0.0042456384549019
