"","sd_life_dim1","sd_life_dim2"
"1",0.0644535598316311,0.0101517220520588
"2",0.0478121701327023,0.00626453038219474
"3",0.204689378562331,0.0107289541291535
"4",0.0463002012233803,0.0108535134330728
"5",0.0571904630299514,0.00967341622412211
"6",0.0363722444795878,0.00280246229331548
"7",0.0859570915813877,0.0211883543360175
"8",0.129873374458048,0.0359057886570774
"9",0.0728516660271721,0.00519178934915144
"10",0.0664321062453137,0.00530785141878071
"11",0.0662131956687475,0.0152002731824852
"12",0.0891978884224504,0.00613668903318691
"13",0.102816653624055,0.00735512234916831
"14",0.144339756301642,0.0107337109361228
"15",0.041007995397206,0.0160975327265405
"16",0.140691567512797,0.0313574422100611
"17",0.0428602168801789,0.0109241843530924
"18",0.0434082048850427,0.00860034486983182
"19",0.0315467168997216,0.0194210358418394
"20",0.0997715277042136,0.0101350123724034
"21",0.0289967179279613,0.00882985777425574
"22",0.0435706063705689,0.0082818110024936
"23",0.0871724070110345,0.00681685493841075
"24",0.0424931717988909,0.011375120939316
"25",0.109818102986948,0.0194179475581817
"26",0.0490498772842104,0.00671356169066537
"27",0.0655261098607832,0.0158367831710175
"28",0.0724356102424218,0.0122073240166079
"29",0.0933954747613229,0.0260629891422749
"30",0.0693831006393559,0.0151162068536509
"31",0.0473264094821179,0.00771088092624181
"32",0.340080063610976,0.170932594650992
"33",0.0467067744781402,0.0163408988101118
"34",0.0825567846413336,0.0169573487195435
"35",0.127754998162819,0.0174395684043895
"36",0.110427030805704,0.0139743744317024
"37",0.0562226578141806,0.0191365544974116
"38",0.0799551496146527,0.0200847352953763
"39",0.300563412981926,0.0306764348122797
"40",0.111677300122064,0.0348636313368954
"41",0.0390205388099661,0.00989215614532935
"42",0.0258129181530826,0.00706752278582885
"43",0.0581616745048353,0.0143159585854414
"44",0.0591225104489964,0.00932318625295857
"45",0.0366841221205369,0.00308623399273378
"46",0.0529166942028606,0.00690580004316372
"47",0.0679238898625288,0.024549878890609
"48",0.108416031908506,0.0130467474894671
"49",0.112716144066212,0.0168461727861438
"50",0.024533861330786,0.0137693351734946
"51",0.185261167594186,0.0397160378321723
"52",0.0598523623395842,0.00286732664266236
"53",0.0797532135687099,0.0174144825955525
"54",0.0791649903833924,0.0363976668004283
"55",0.128134076949732,0.0389365499136004
"56",0.0275881921629498,0.0024849305170714
"57",0.22673224005548,0.0297629176925176
"58",0.0427987581100098,0.0114166519667157
"59",0.130692155831617,0.02738221257811
"60",0.0192576159116268,0.00372269906620026
"61",0.104653085883346,0.0295149344932308
"62",0.0477573325391871,0.0124834064095261
