"","skew_life_dim0","skew_life_dim1","skew_life_dim2"
"1",0.588328192462874,12.3892122760261,2.0286735825062
"2",0.73113985139157,1.9355579416965,0.816972955608127
"3",0.32774908744337,14.6631196410402,1.26481890130532
"4",-0.570263431434245,0.967070878641808,2.19019640704895
"5",0.764783407640556,2.14494401906234,2.21384168063914
"6",-0.097905403419086,8.82583456483588,2.11180691828968
"7",0.0447550761321868,0.644850912668053,1.83641050210336
"8",1.20735980350734,1.81298424755899,5.0850797858011
"9",1.05451679781034,1.93532806170487,1.61265571312096
"10",2.41246496534695,7.48451516129407,0.353004402153971
"11",1.13070856053446,4.21274033677227,4.74253262739507
"12",0.767146832008456,9.22075420879809,1.16966418319476
"13",1.05524139192288,6.78903333481417,2.75891620305203
"14",1.37797643575019,12.6331423264801,1.32439843455329
"15",0.579612491151293,0.96304910856451,2.14120956057479
"16",0.895003645754468,9.20973129585051,1.92081761683038
"17",2.19177121714836,4.10715432020577,2.71743787145625
"18",1.2337887520376,7.12761340321402,0.718478937436037
"19",0.196053876230931,1.34131055207497,1.25751792663869
"20",1.78203454352174,8.84208788976723,0.950416081926058
"21",3.6491527044423,3.64381113819468,1.76224681328489
"22",0.936912952209458,1.24757237240082,2.12096859441484
"23",1.6775959487183,6.39224924284885,2.29581133493468
"24",2.27934250125251,13.9941111481046,1.65795652744959
"25",0.379916146552645,1.20924522620008,3.13683302330291
"26",0.373401665393131,5.78756824714835,0.495524562419574
"27",1.12152850180261,0.912900382697735,1.27030725375594
"28",0.57459838741339,4.25089564406625,3.11299236205502
"29",-0.0118639063723731,0.89152775355708,1.79652484939407
"30",-0.204370156688623,2.25816810721941,1.6554686610864
"31",0.394912807146182,7.08989828832924,0.830383860964161
"32",-0.389835861828966,6.76738150684243,6.74288822482779
"33",-0.983218725161727,3.41523784291421,1.85562362611969
"34",0.966022817377278,1.60595829203253,3.56520136208683
"35",0.305522902078031,5.55922445886626,1.01175449410443
"36",1.5188174894747,2.78236606722723,0.240016503958465
"37",0.209537259856211,1.42557380433479,1.02498523248089
"38",0.312733685827622,1.55448011281288,3.03689334214818
"39",1.97189221320496,15.4888590810237,2.10091270096647
"40",0.336549229262772,1.00543696641486,2.09287947857732
"41",0.750718619920326,1.22627793346335,1.56058836612115
"42",0.330765226814671,3.75895909246936,2.54384946186615
"43",0.674744437020548,1.69696818726039,5.3707362845476
"44",1.35207423617711,2.06078161276026,2.2077789583279
"45",1.03658213409625,3.20371798848671,0.23605499344182
"46",0.805459982779504,4.87946493741091,4.16126905677091
"47",1.02114748191138,3.69738227750567,1.75547447871135
"48",0.137656554555416,9.79683545659519,3.54693480201488
"49",0.272512040604985,1.66972364255812,2.02186650488081
"50",0.590434154877748,5.60301955110111,1.51764766410575
"51",0.563384170617249,8.95328920475943,2.02069421942333
"52",-0.338175336122662,1.4459762668072,1.50346261674019
"53",1.30767396376074,0.461613220105994,0.530680718947319
"54",0.87620050530684,7.34387306604407,1.40682546883688
"55",0.0817191775206281,9.0386598550166,1.34549409395178
"56",5.48609790669946,0.946040731950927,0.684512650513259
"57",0.551735355919725,11.9215403863116,1.61171158991242
"58",0.176103414348384,1.53703665177483,2.42430961540998
"59",1.08373334254256,7.57690336820424,2.41317368371697
"60",1.19910424395905,6.23530428731651,2.2132318857295
"61",0.746047619541177,0.728855515013501,2.38973600787811
"62",0.0983551741596784,2.00750349821815,1.83702321216953
"63",1.43378925895248,7.48560985880601,1.85260078740238
"64",-0.486582370922782,2.04766750673273,1.52315365654364
"65",0.880164716794645,1.38658895782271,1.85865011648339
"66",0.779346266006111,10.5692968836538,0
"67",1.34628930720923,4.29373768780129,5.70604856250849
"68",0.489486073756543,9.91783578727234,2.10954026987944
"69",0.580270680333579,6.97975894535714,2.78041295612363
"70",0.771767248484201,6.68290408158645,1.05299930842424
"71",0.907867988276742,3.13986548594674,1.21737495543786
"72",0.110474434871201,1.77375806200511,3.48397370685425
"73",0.383196496717331,2.93557284398575,2.57677565298148
"74",-1.54018991239568,1.63957587507565,1.58685607073814
"75",1.41484408558418,16.6805145600944,0.859360318605807
"76",0.160345925408595,6.61278595658139,1.60215577780425
"77",0.77625744690562,6.27899291265864,0
"78",0.11534538239768,3.28043593550621,1.1915740409988
"79",0.6378092502028,1.92956272165815,2.56497235895282
"80",0.799894049487189,3.37678447978266,1.26258095835087
"81",0.0477226469869431,0.909667571685324,1.04013194010128
"82",0.606129987393963,0.994825999936833,1.88177765069736
"83",0.59408021774062,2.56035106779514,1.52807781369062
"84",-0.178819327337682,2.08100251425497,2.19331345199987
"85",0.352117412352668,6.72271234998697,0.694146937020116
"86",0.165507245433333,1.94751559124046,2.51467991596053
"87",-0.0152448851957919,1.36605189185468,1.90141911186357
"88",-1.45814809125986,4.1484367786401,1.88870119247641
"89",-0.0354457441470972,1.94410567320768,1.48566584976391
"90",1.80087183282291,12.9893398228677,1.11323122736534
"91",1.46329632784299,3.67546737108891,2.61054180908512
"92",0.16010849365004,1.22817526715301,2.54531408481325
"93",0.227307976053787,3.8202141670788,1.68748396270471
"94",0.372120956500746,2.18640048694432,4.56773870360805
"95",1.23275265565488,0.90807460959189,1.69933451125939
"96",-0.286841168847265,4.19851881784133,2.47873639332093
"97",1.32926953240323,9.48436232660993,0.608549219427843
"98",1.9409204964114,13.4774903160416,1.32862384762961
"99",-0.131311711564824,1.38602214505179,2.23735353331004
"100",0.999053460416676,1.46143236360067,2.67222489145451
"101",-0.350115612904589,1.13918916532533,1.73557240599689
"102",0.753610135104011,1.94704154495752,0.77803293475352
"103",0.752749318671219,3.35534925259693,2.5334390324954
"104",1.53082015523524,2.51729205198752,3.23932626233267
"105",1.37289398627849,7.4101018803748,2.62343316441049
"106",0.601885577437359,2.71344873126718,1.7895891489262
"107",0.392941329541943,4.46255752717059,1.14285745568433
"108",0.877876775412299,1.34668219498291,2.32008782257934
"109",0.863057591101326,3.88012313868688,2.96792494150025
"110",0.999098102266376,1.88073448445882,1.87451976066518
