,0,1,2,3
1,228.5,9.928030493,-1.141562961,0.141829712
2,248.4285714,87.04523806,-0.637350699,-1.05921165
3,217.7777778,27.42441914,15.66411614,-3.700081406
4,282.7419355,53.21045722,-0.882868695,0.536402266
5,162.7,66.91616872,0.018918781,1.178834504
6,310.6428571,19.66907341,3.052002785,-1.909148754
7,287.3,15.53951951,-0.813542026,-0.404925726
8,258.2463768,47.67535316,3.038294039,-1.794191368
9,189.2826087,33.26158709,-0.336344368,0.504180139
10,276.015625,7.003329984,-0.729946182,-0.200430847
11,254.2857143,4.651091599,0.901481666,-0.786529559
12,267.59375,10.70881464,4.614951436,-2.474211126
13,193.1333333,10.9109527,18.19933029,3.242943065
14,324.8125,25.67152788,-1.214587086,-0.114771286
15,196.7666667,63.1097897,-0.902204752,0.113301888
16,214.5853659,26.47592151,21.18620587,-4.415577177
17,120.5890411,4.040329623,-0.435261268,-0.262059524
18,335.72,10.11343661,-0.285762276,-0.626691729
19,238.4042553,27.97009008,7.961795861,-2.471607283
20,226.8947368,22.76283845,9.349495247,0.18013271
21,281.9677419,5.778066821,-1.334351289,-0.195120198
22,222.85,169.6423517,8.702050254,2.911617018
23,247.0285714,29.74989624,8.563344281,-2.965294903
24,246.3142857,53.66391255,3.443521982,-2.165616243
25,295.6551724,4.907951761,-1.19499903,-0.220557227
26,309.75,2.640684435,-0.858608993,-0.217467773
27,196.9318182,37.33046387,-0.297929987,0.673173253
28,281.984127,2.319633684,-0.149694495,0.248171993
29,176.755102,5.698301259,1.021789368,1.125002558
30,284.4032258,101.3455379,-1.568801766,-0.274236141
31,212.3414634,9.979515009,0.50726372,0.863283652
32,226.3947368,94.45843961,-1.380565224,-0.488919187
33,288.6333333,8.072518539,-1.000774574,-0.185220474
34,257.9411765,88.42409213,-0.485563062,-1.087729762
35,214.7,5.282991577,-0.647482997,-0.131598673
36,250.3823529,34.60620032,20.93919787,-4.549948045
37,194.9555556,22.66809364,12.65732307,-3.282786119
38,318,52.25223724,4.120955958,-1.267800158
39,270.28125,43.35192785,7.683225472,-2.511749009
40,255.0882353,15.40314645,-0.448297009,-0.392701137
41,227.9230769,58.6390019,-0.02128604,0.118090392
42,204.9534884,3.627757898,0.120898288,0.201156074
43,353.6428571,24.08498982,9.801142881,-2.947540581
44,251.3529412,4.043021242,0.317778189,0.557216728
45,293.6666667,5.101198116,-0.542849871,0.564437093
46,191.9111111,6.083939594,0.969804365,-1.397103153
47,188.0851064,11.81745875,-1.255169821,0.253979835
48,270.75,7.115124735,0.413283036,0.256235585
49,286.3333333,4.444722214,0.243371997,-0.41977129
50,271.8125,64.67632754,2.571077917,-2.024639017
51,302.4736842,5.044035085,-0.975234233,0.165704825
52,220.1428571,69.8144041,-0.519022106,-1.076568227
53,287.9655172,86.13601224,0.10833841,-1.181958345
54,237.3513514,64.25549349,1.996974487,0.659882007
55,227.1666667,312.8787926,1.183748767,1.779908894
56,169.1346154,179.8705762,40.72004936,6.308839229
57,252.3333333,54.70527092,2.786458869,-2.069680729
58,199.8202247,33.03201096,6.867359762,1.608406173
59,295.6333333,3.936862823,-0.152451069,-0.106012958
60,226.7868852,9.945943656,-0.937650669,-0.414796309
61,211.2682927,52.23960949,0.726403667,-1.273766868
62,259.0909091,13.28102688,-0.115217241,0.59956488
63,328.2075472,25.81308611,0.533288298,0.908660188
64,222.1025641,3.66406578,-0.977278906,-0.197629963
65,253.0967742,47.58988429,2.822053393,-0.479491355
66,264.0606061,47.9671222,16.40342835,3.737600369
67,217.625,26.14257782,0.215470072,0.531406029
68,227.1923077,34.54876067,5.215535946,-1.785879165
69,326.9230769,41.46910164,2.657863398,-2.085003277
70,240.25,26.39694322,4.647526873,-2.371700819
71,189.0425532,20.88464512,0.137996463,1.089503725
72,255.6764706,90.59402674,-0.650453812,-0.909140711
73,187.0851064,52.28352728,0.755286787,-1.379593113
74,439.2105263,9.955580014,1.232438937,0.365931608
75,174.56,2.475156561,-1.160027722,-0.051963759
76,219.5641026,6.142724994,-0.115682016,0.927545855
77,265.5757576,12.47793277,2.388232539,1.334904063
78,78.38565022,6.945280709,9.532407636,2.182462304
79,261.9393939,20.09815217,0.848451269,-0.840818926
80,199.9302326,7.042711386,-0.368451542,-0.739022787
81,249.0140845,7.757763867,13.89418888,2.700200568
82,284.2333333,23.45589241,9.606732809,-2.618773346
83,260.6268657,35.45012718,5.073533472,0.234447522
84,234.1621622,45.39169677,5.56084404,-2.406174976
85,229.7368421,60.41857688,1.151687956,-1.599459602
86,250.2941176,34.60493794,15.32243092,-3.870116436
87,174.0196078,15.58467095,-1.870264237,-0.024002683
88,246.6285714,32.38437517,7.667190993,-2.999559828
89,210.7142857,62.02468238,0.528380022,-1.401050425
90,225.6923077,50.59956108,0.079382761,-0.676677495
91,285.7,3.874274126,-0.912873985,0.052207239
92,191.2826087,30.99555581,1.968683736,-0.874981147
93,237.4545455,3.172714248,0.712760966,-0.674696123
94,337.68,2.20399637,-1.189478563,0.206990147
95,259.3235294,7.816726365,-0.363592364,-0.246600365
96,287.2786885,31.89641593,34.28346147,-5.525329178
97,205.1627907,10.43680926,-0.837943442,-0.081756947
98,300.2413793,26.77190392,-0.969184987,0.180891239
99,248.8571429,44.97945109,4.53177857,-2.101872927
100,200.1136364,17.80093959,0.079969816,0.577077097
101,175.26,29.90505643,-0.198095117,0.323483736
102,292.1785714,58.14271455,0.079012913,0.821572897
103,193.076087,29.91045829,9.06786984,2.242568622
104,319.037037,10.46504404,-1.097980338,-0.20021339
105,303.0847458,18.0096849,-0.139544863,-0.183285711
106,244.35,57.36486294,2.214193314,-1.935566192
107,150.137931,377.0728663,51.92713215,7.309894845
108,241.5205479,59.09131767,0.445223482,-0.832581934
109,277.5,26.9026021,-1.18848685,-0.084145413
110,297.4827586,50.70035074,4.817294883,-0.225544154
111,185.0625,22.42803886,5.500876708,-1.772464098
112,288.7333333,5.585298162,0.09288557,0.569965264
113,222.3589744,6.31435962,0.674705291,1.258175654
114,295.7666667,130.0335042,-1.000359687,-0.189604717
