,0
1,9.577563872
2,87.33161257
3,27.37083016
4,49.27063583
5,65.33702002
6,19.66746877
7,15.15806532
8,47.19513347
9,31.57881772
10,6.86342305
11,4.524061011
12,10.81718292
13,6.200673117
14,24.36719106
15,60.24884978
16,26.58472306
17,3.943955369
18,9.818845259
19,27.36814929
20,17.51539029
21,5.629288489
22,123.8635492
23,30.00317169
24,54.05105398
25,4.790908695
26,2.556897125
27,35.89255946
28,2.207792933
29,5.179042637
30,100.6172485
31,8.740566343
32,92.89931086
33,7.812761292
34,88.3635844
35,5.082876592
36,34.95517266
37,22.52130526
38,48.12729669
39,40.88984212
40,14.71436022
41,55.48908705
42,3.318675254
43,24.14205431
44,3.647206058
45,4.726276888
46,6.027828029
47,11.4900302
48,6.31813537
49,4.213956766
50,65.41440778
51,4.886988138
52,69.84063772
53,86.33270953
54,54.66843804
55,16.23083485
56,46.42274363
57,54.92739964
58,28.17312916
59,3.815103266
60,9.803896618
61,51.51786098
62,11.94257091
63,23.80196744
64,3.534652361
65,43.1447821
66,22.40393991
67,24.04182199
68,34.26088239
69,42.04995125
70,26.5340136
71,19.57952375
72,90.40070983
73,50.79410978
74,8.451751225
75,2.416795321
76,5.753055313
77,9.989789709
78,6.484778304
79,19.47233615
80,6.91329522
81,5.745290884
82,22.58023085
83,32.50496889
84,44.89339224
85,60.50782176
86,34.75719267
87,15.50452837
88,32.70129306
89,62.04906811
90,49.70338613
91,3.691427225
92,29.62948148
93,2.773084925
94,2.14046659
95,7.498515311
96,31.98636428
97,10.18649789
98,25.28581517
99,44.11533327
100,15.72371656
101,27.8105239
102,50.48872261
103,24.2372895
104,10.11121587
105,17.45646019
106,58.18410936
107,37.64330165
108,58.06461918
109,26.2630573
110,41.48610537
111,21.63018949
112,5.098319884
113,5.615631626
114,126.846345
115,32.91160211
116,5.092719384
117,12.15765577
118,26.38397745
119,48.47189118
120,18.10127524
121,41.33684336
122,2.437630309
123,54.42121916
124,16.66452661
125,65.4461949
126,44.82277989
127,19.03286151
128,50.5245215
129,7.489251557
130,39.41457655
131,5.206329547
132,44.74209288
133,38.99108596
134,34.85572944
135,16.11778693
136,2.949797138
137,39.09909138
138,17.39521224
139,71.47765774
140,8.746279126
141,22.06946362
142,4.362307476
143,13.69908503
144,7.872382105
145,45.60349326
146,7.386718451
147,73.52325675
148,18.04802312
149,12.28969909
150,8.706813065
151,4.501440399
152,11.25302595
153,27.53507167
154,6.25773195
155,49.36617735
156,45.57150891
157,34.28758859
158,12.90045458
159,75.44505072
160,4.347611804
161,6.672544731
162,12.64148304
163,49.9151718
164,71.91296469
165,22.42034511
166,22.24616361
167,48.16843725
168,2.42944134
169,51.39576224
170,19.374631
171,21.67977138
172,74.16597382
173,45.1880037
174,22.77017759
175,37.53771603
176,39.60029461
177,52.38077083
178,32.58356777
179,7.519064581
180,31.65604623
181,7.528088504
182,58.62108384
183,58.09066676
184,38.20967402
185,9.341892596
186,19.71197936
187,12.00591382
188,5.79198711
189,12.41110792
190,21.11829118
191,35.52799954
192,46.25316806
193,10.00952866
194,71.98029995
195,58.39885533
196,10.5
197,18.58611093
198,83.69865497
199,10.79526391
200,1.880198764
201,58.39704482
202,20.26728558
203,0.667914436
204,1.75538057
205,66.87350894
206,6.161965731
207,12.76131698
208,58.91135112
209,3.23127463
210,1.422557078
211,49.14823576
212,84.56701965
213,32.45541814
214,88.71547093
215,32.55126015
216,43.02909839
217,41.52987732
218,82.98740701
219,56.14689996
220,14.11082251
221,19.92834386
222,41.25501447
223,51.97162086
224,16.46726749
225,28.15490879
226,4.792725906
227,38.42252339
228,7.3430239
229,1.017509748
230,43.44446441
231,35.8048552
232,8.356788237
233,15.37674787
234,23.10979921
235,18.18571477
236,16.62891187
237,40.46464535
238,36.9392166
239,13.70618018
240,30.58326765
241,6.198062436
242,31.42628058
243,81.98926759
244,38.43666517
245,42.31016663
246,79.65370187
247,20.1259013
248,51.12339074
249,15.62170948
250,19.0345193
251,20.11812033
252,25.14518003
253,48.02179507
254,11.03190179
255,3.696065429
256,13.95940592
257,17.0540173
258,4.013136324
259,68.11230846
260,80.33210477
261,6.23055807
262,11.90510519
263,5.593805274
264,73.74962763
265,39.84888447
266,16.15340206
267,30.11544423
268,2.376927816
269,70.59072498
270,8.918314425
271,22.44869434
272,4.810455141
273,9.756000623
274,16.33770018
275,7.779201523
276,31.07782208
277,21.55744882
278,110.3218999
279,7.162957383
280,15.58234899
281,4.267703642
282,39.83693711
283,43.1702107
284,5.822067042
285,15.97077125
286,17.14477569
287,8.943655892
288,28.27221958
289,9.954441677
290,35.92258652
291,69.93158958
292,44.11681463
293,1.787561911
294,34.10433439
295,3.388417516
296,36.09109992
297,19.33278735
298,62.00572877
299,10.42971183
300,17.85654331
301,26.34799536
302,5.281098371
303,90.32639481
304,6.332920237
305,47.05944135
306,10.77129673
307,152.7534658
308,0.975239771
309,6.381173481
310,68.90154006
311,6.53911309
312,1.983495344
313,14.19922673
314,39.28908175
315,31.32020142
316,3.762977544
317,31.08623758
318,24.7603371
319,36.68257231
320,13.24833451
321,16.25652765
322,7.585876659
323,43.327926
324,8.42520783
325,50.8419105
326,42.53225427
327,13.21871306
328,16.6593649
329,9.048080934
330,73.47064986
331,16.28249572
332,35.37194656
333,3.59124753
334,93.91684282
335,21.68176397
336,81.96830919
337,100.6807876
338,21.19719292
339,6.573848626
340,87.05250651
341,65.30428184
342,54.51264714
343,27.70628802
344,9.080871226
345,77.21340377
346,2.934173649
347,36.08493382
348,46.65355682
349,33.64490746
350,9.49172281
351,13.19494296
352,18.23040193
353,22.67711365
354,16.96628818
355,10.85630577
356,20.19014297
357,31.93376436
358,8.353311887
359,5.991729838
360,68.17051443
361,42.69687733
362,60.31373439
363,3.623577721
364,6.183008316
365,3.758064484
366,7.758872867
367,50.12494579
368,12.32436611
369,13.49785331
370,78.10363308
371,26.55187324
372,14.28599314
373,21.46863628
374,22.01221943
375,25.01959726
376,31.15609767
377,13.71220957
378,5.150900408
379,27.45815204
380,52.05571995
381,3.362031296
382,10.72780479
383,11.6843137
384,90.62125684
385,38.39808402
386,3.60908717
387,68.67463546
388,36.59154061
389,12.89741509
390,5.154748158
391,6.589538883
392,9.404169288
393,6.035706426
394,60.26815079
395,33.260579
396,124.4965799
397,58.58087579
398,3.917516915
399,8.884761071
400,38.05621976
401,30.26207544
402,64.08638623
403,66.12021606
404,54.5335039
405,56.65890402
406,57.54263113
407,39.72964189
408,10.52967661
409,12.72958709
410,53.63473045
411,10.59815964
412,22.56608439
413,71.16749067
414,58.32184411
415,18.94216343
416,7.578495893
417,61.10076276
418,7.766566759
419,8.803237623
420,88.4905833
421,22.3894672
422,11.31190451
423,31.67129286
424,14.77764184
425,31.26779078
426,42.12873553
427,12.7233508
428,109.4665116
429,9.075846107
430,3.303365287
431,71.43214619
432,32.09557914
433,6.15865197
434,34.56458303
435,6.651070192
436,53.58238969
437,44.09050036
438,61.58213914
439,61.98845808
440,4.059012927
441,23.87591195
442,22.24652992
443,6.909483331
444,47.55425751
445,45.79526613
446,3.446761565
447,18.40781446
448,5.047953438
449,8.505315547
450,4.923723749
451,4.716833759
452,31.51176003
453,45.6397305
454,5.971919152
455,28.19784127
456,38.79854304
457,27.68413677
458,102.2050823
459,11.58913105
460,56.43698774
461,69.90528607
462,7.133912786
463,15.15363218
464,5.844000663
465,17.01622093
466,0.699482057
467,16.93664666
468,29.18247529
469,3.724820226
470,9.757012582
471,28.78938003
472,6.869315832
473,26.86524169
474,36.90710362
475,34.33532584
476,14.33212204
477,2.537514392
478,85.79129725
479,26.64821847
480,14.14205914
481,14.70987761
482,2.491721832
483,9.801051273
484,69.63610342
485,4.371293232
486,78.17268614
487,7.446904189
488,24.3415283
489,19.25370045
490,12.69878968
491,8.345320545
492,65.53479929
493,40.96474878
494,20.85225669
495,14.38411424
496,17.24667423
497,81.6044121
498,41.62210951
499,15.03861696
500,3.627058802
501,15.70452872
502,49.21361186
503,23.02464776
504,2.531462917
505,12.11583214
506,18.39571599
507,12.72773163
508,69.52106667
509,17.07449411
510,5.33445995
511,34.79281535
512,5.344389582
513,50.75930399
514,63.03088626
515,3.373365061
516,58.91338692
517,9.099933084
518,40.22788881
519,17.73771225
520,34.98492838
521,55.43428431
522,45.3354362
523,46.33181126
524,44.47444582
525,37.96053519
526,16.42470193
527,6.572410608
528,39.61345226
529,9.934468926
530,18.52071616
531,41.69947975
532,3.635875663
533,23.9129307
534,8.029000171
535,20.39880171
536,59.35873988
537,81.16788613
538,10.75070203
539,23.09887496
540,35.96108139
541,20.68249539
542,46.23032615
543,17.80191263
544,27.34016048
545,57.38065876
546,50.73130935
547,36.15805366
548,12.3459645
549,28.90172967
550,60.49646524
551,21.59702731
552,2.708064068
553,9.624869728
554,11.26469411
555,15.59344592
556,2.030505574
557,9.090518337
558,1.440574574
559,51.79722778
560,20.40868887
561,42.02903758
562,7.790108313
563,56.22945522
564,86.94792252
565,8.413101297
566,4.433660631
567,61.68842859
568,6.228581297
569,30.68064379
570,4.572536854
571,15.63705813
572,52.33201697
573,62.06325402
574,34.10743874
575,5.824494869
576,6.634709866
577,84.57122449
578,33.11653991
579,52.53155857
580,20.5245609
581,45.53372816
582,6.023491428
583,51.45970346
584,34.38107676
585,57.22425631
586,64.38604274
587,34.14302217
588,22.14997754
589,74.21606072
590,9.570846777
591,75.55653777
592,20.24298759
593,15.54269137
594,10.43603984
595,44.28261638
596,4.924219114
597,13.24051451
598,115.3556438
599,5.16356466
600,8.220637986
601,11.32222188
602,14.59404998
603,18.57402296
604,3.08964374
605,90.14393253
606,5.065789398
607,10.70954768
608,43.10223276
609,15.13358881
610,23.92754362
611,15.89308026
612,37.98556349
613,15.39868047
614,19.83965214
615,54.15266402
616,8.758349168
617,5.366704234
618,17.52678937
619,40.97901902
620,47.03089756
621,25.88204755
622,39.46587837
623,26.2528635
624,26.2422175
625,47.12206484
626,22.80978944
627,18.71710109
628,5.383328796
629,66.44152246
630,11.95774453
631,17.53602641
632,20.5688478
633,3.445671642
634,14.7599477
635,11.87753879
636,20.99192982
637,65.7534573
638,83.82302786
639,4.744301876
640,5.704494347
641,21.7328006
642,46.32887448
643,27.00590429
644,12.69275056
645,72.80605897
646,56.29797268
647,4.242296331
648,39.92904818
649,46.07580267
650,56.9330595
651,25.4127381
652,13.44352154
653,44.45252366
654,5.058640504
655,3.973114642
656,90.89284265
657,581.5109092
658,25.87346227
659,33.07734905
660,55.63682771
661,19.10027361
662,19.8452848
663,81.01082262
664,13.45732826
665,43.86426475
666,42.94910134
667,26.21132447
668,19.10896038
669,80.60613799
670,27.3141054
671,6.445219835
672,13.41434946
673,36.70097118
674,16.42279395
675,41.21843257
676,8.571976503
677,1.639776133
678,14.76277054
679,57.39298486
680,26.17352685
681,10.86972062
682,16.53668321
683,6.244997998
684,46.06202685
685,3.302371932
686,12.82302539
687,81.97840798
688,49.77618592
689,6.83980058
690,65.28769279
691,26.63216968
692,31.27138268
693,57.88729226
694,5.125738202
695,40.33120216
696,3.020474117
697,17.79908021
698,55.83292537
699,44.60974354
700,78.05327418
701,46.62948202
702,49.61511591
703,10.18694463
704,68.0294789
705,69.94792485
706,77.74763295
707,42.44951524
708,14.55309771
709,21.29555022
710,10.99129295
711,3.421498881
712,70.90623125
713,22.67927767
714,5.771660721
715,7.291302074
716,18.21060485
717,28.423879
718,49.95652431
719,6.158427033
720,17.96022272
721,30.98705535
722,63.20578178
723,40.12112255
724,60.67390618
725,23.00615046
726,46.96556875
727,63.70453162
