"","kurt_life_dim0","kurt_life_dim1","kurt_life_dim2"
"1",1.58795000851288,8.69926725478463,5.07752096796474
"2",4.29276930296396,5.81303534822325,3.28328201219487
"3",4.0129398001757,7.51400260853687,8.24043423499545
"4",2.65273601553532,3.75525259162944,2.40372666532205
"5",2.80242856390354,3.59035567311283,4.10598634044942
"6",1.74406693269636,2.9512066404954,2.67136586116306
"7",5.95835639492166,20.736309866866,2.27050853627406
"8",3.53111871701444,3.6875019189679,3.9649625386914
"9",2.04486799488681,8.87803429411438,5.27279607614275
"10",3.97422853522178,6.3311878497374,4.38975020810611
"11",2.90866639846141,8.65358682613001,6.25640760412584
"12",7.84595030260423,9.31139503652533,1.5
"13",6.16169911210136,3.23285791588515,1.5683585637306
"14",1.91451812975807,3.27475575353627,6.85040024325559
"15",3.28735713598103,13.8523057471332,15.4410096974304
"16",4.4136630399423,5.08891216488759,15.4824501545999
"17",2.81995928596774,8.94524200934538,6.78567260483806
"18",3.87821826039059,5.08498266431038,2.20468475314331
"19",5.22167295026313,2.69027003942174,4.14995097191573
"20",2.26215827026478,2.40322876369679,8.87025175431886
"21",10.697654180915,4.97161283257753,2.41914785846912
"22",18.5925390152914,31.3351458604433,2.95466787461579
"23",3.58398406489709,6.39440954938098,5.51704418469565
"24",2.39421183615336,18.8080997504916,6.97987307404646
"25",2.69027918766455,6.27395150362545,6.55287817995266
"26",2.49758698960104,7.83793775364727,2.32975540308253
"27",2.50355666850707,9.84661676308583,4.30244994027086
"28",2.34029309496458,4.75409090497052,2.75298873660996
"29",2.75240329585688,10.4567697402497,2.42894797019882
"30",2.77590703755822,93.3348636633083,6.78963937585727
"31",3.11313302197725,11.3189693927669,9.03661308733763
"32",3.89613161059847,46.6181466700021,1.71601767674312
"33",3.94263127043911,5.95555763736754,5.64220717522054
"34",4.46933153796643,174.793196465623,3.24726447330294
"35",2.85605756217143,3.4313600025378,5.43905377506742
"36",8.07590731436578,18.9857038529215,12.638073964289
"37",9.14638273628945,2.97331495411386,5.455155104102
"38",3.40285663127662,3.60613689645642,2.24863498064899
"39",5.71001348712549,31.2626276088606,6.51084419859733
"40",2.68550452580659,8.42644044023971,4.00841165985997
"41",5.15999321208633,78.5861404181712,9.63491936186627
"42",2.38500997568832,3.14113397736989,22.3992336754089
"43",2.91289202398889,5.96546728464175,5.29462889438091
"44",2.2903556467457,4.73810087856653,2.38112697851667
"45",3.89160750376889,2.53365689572578,5.76565619247632
"46",2.27092796001347,6.97548314633382,3.0161223571903
"47",5.75771050018222,8.44840835812946,3.22134759525699
"48",3.35264310469378,6.78903374250165,3.39789236466019
"49",3.01688980074791,5.66343058524258,3.77316384317699
"50",2.67433321043247,27.596911834382,6.19720308397386
"51",1.98993884730764,5.53674867447965,5.11935534343855
"52",2.76444465460918,1.67227879571292,4.82216062136872
"53",2.36302074977524,3.02471512235479,11.3429510165522
"54",4.01602649578336,95.2458099455056,6.15179576278438
"55",4.77671687001595,85.4620135189254,5.81171133875494
"56",4.18009467541117,82.4387758937435,11.1600272146774
"57",1.83922779503054,157.781009466276,3.36702381833832
"58",8.42013646914975,9.38632829126109,7.94159700925703
"59",2.58491285802882,7.39110920285558,2.84468223120481
"60",3.56871638732497,2.46652269519744,7.99506904700532
"61",7.82082438879207,4.60008490860099,1.9397535610431
"62",2.66036679532402,16.4698817494528,2.09692390045075
"63",2.42395659889238,3.10727509579539,7.67679276356659
"64",2.80235750318751,3.23924203400998,3.99637736549659
"65",4.69694786153885,15.9161058722936,2.77231117984079
"66",2.58650692834507,9.83061916260999,3.57573246051927
"67",1.91420805962198,4.34945192363697,6.06142696024537
"68",2.35503838335669,2.58596671664915,8.09385947477686
"69",3.59020233003546,17.870500020599,2.75851399753404
"70",2.6452411459642,4.71316618565813,0
"71",3.9620666881777,9.6348103496585,3.28297122758962
"72",4.06380940787657,33.830007257792,5.66506794470629
"73",5.74952163997264,24.9055761964188,6.76917502555996
"74",1.82850885274548,15.2521474812353,2.24473882360149
"75",2.65170185943115,2.72529716865517,6.13298475905905
"76",3.30167065284097,3.26358620744009,6.58395305898851
