"","sd_life_dim1","sd_life_dim2"
"1",0.0676231900899575,0.0139781349847982
"2",0.0354555075749957,0.0219495873150877
"3",0.0347837962204858,0.00788743924498785
"4",0.0517742173793309,0.0116266763728144
"5",0.0766324229017761,0.0332817107428923
"6",0.0331379846532948,0.00722262873899518
"7",0.0188097575374772,0.00888020676266964
"8",0.080623373483214,0.0341208001024466
"9",0.0651744914875437,0.0188103740676773
"10",0.040070703990155,0.0181268466098271
"11",0.0560396606690426,0.0193702168347454
"12",0.022556033161225,0.00132206092978343
"13",0.149476624343749,0.0498500988674565
"14",0.0645551435776929,0.026027263583422
"15",0.0871731492509205,0.0187845695528872
"16",0.088001950334322,0.0232936990547418
"17",0.0438347160149519,0.0200505407227026
"18",0.03156684105915,0.00370185401693987
"19",0.0249499854165589,0.008512050570996
"20",0.0676904310091845,0.0111423501537298
"21",0.0283636344888676,0.00383329323762932
"22",0.110078705455665,0.00712004448017371
"23",0.0712551278310522,0.0194247498580033
"24",0.0708630010621828,0.0230517739027124
"25",0.0869587489359544,0.0188632228598499
"26",0.0239085476261392,0.00705068166679538
"27",0.055454992446974,0.0171336178280583
"28",0.103114153287853,0.0321216506144931
"29",0.0359298350553954,0.00451724173648794
"30",0.0606877978387301,0.0112453735073877
"31",0.0567176007769178,0.0310161920855831
"32",0.0598273023680508,0.0133486480304441
"33",0.0585155041820285,0.0221781277298912
"34",0.128522413841956,0.0199822430265976
"35",0.0718059977806981,0.0112639434558554
"36",0.0749898723194154,0.0109974324598627
"37",0.0238414662197234,0.0111260535764296
"38",0.0997517851934396,0.00546898585799646
"39",0.0774614133757914,0.0191809439497725
"40",0.0481729952020866,0.00606934378513149
"41",0.167285270301807,0.0268208673299488
"42",0.213441633879078,0.0121087753141843
"43",0.0480823420937709,0.0116108064362486
"44",0.0502560839899536,0.00770867134628134
"45",0.0844220332307161,0.0284321883713711
"46",0.10190364310177,0.0103056474735262
"47",0.0147157480057451,0.00279932946875882
"48",0.0791403151841026,0.0161515850609178
"49",0.0241188813023363,0.0123619565865214
"50",0.314802172701884,0.0392491148201787
"51",0.113772120896198,0.0139539584494592
"52",0.0627599456981128,0.0164449559555541
"53",0.028780045523746,0.0127872974032826
"54",0.187598157157341,0.016115214463569
"55",0.248852971848637,0.0207864479636524
"56",0.155628473767767,0.0354996342205856
"57",0.135547452438413,0.023001657155828
"58",0.0252625466918255,0.0106225507070385
"59",0.0777149355852115,0.00847053510334127
"60",0.0542116050753958,0.00803455791743115
"61",0.0808835966187099,0.0156637414293154
"62",0.0475498695022357,0.00641188351976992
"63",0.0555752951578596,0.0107776478829475
"64",0.0186692565636188,0.00794803042908809
"65",0.0405092018374419,0.0141125207614624
"66",0.0374621788515774,0.0131428954952465
"67",0.0548697498494701,0.0175063953829919
"68",0.0496336342032126,0.0127735262660697
"69",0.0480419580428127,0.00698838358150245
"70",0.0557307995861033,0
"71",0.0881710770746424,0.0244640294338903
"72",0.12315406490926,0.0304067545250699
"73",0.0715139783237718,0.0184079631509648
